,FIRE_YEAR,NWCG_GENERAL_CAUSE,STATE,Count
6914,2006,Power generation/transmission/distribution,MT,17
6915,2006,Power generation/transmission/distribution,NC,9
6916,2006,Power generation/transmission/distribution,ND,7
6917,2006,Power generation/transmission/distribution,NE,4
6918,2006,Power generation/transmission/distribution,NJ,8
6919,2006,Power generation/transmission/distribution,NM,13
6920,2006,Power generation/transmission/distribution,NV,12
6921,2006,Power generation/transmission/distribution,NY,71
6922,2006,Power generation/transmission/distribution,OK,95
6923,2006,Power generation/transmission/distribution,OR,68
6924,2006,Power generation/transmission/distribution,PA,3
6925,2006,Power generation/transmission/distribution,SC,6
6926,2006,Power generation/transmission/distribution,SD,38
6927,2006,Power generation/transmission/distribution,TN,1
6928,2006,Power generation/transmission/distribution,TX,17
6929,2006,Power generation/transmission/distribution,UT,33
6930,2006,Power generation/transmission/distribution,VA,1
6931,2006,Power generation/transmission/distribution,WA,14
6932,2006,Power generation/transmission/distribution,WI,9
6933,2006,Power generation/transmission/distribution,WY,14
6934,2006,Railroad operations and maintenance,AK,2
6935,2006,Railroad operations and maintenance,AL,47
6936,2006,Railroad operations and maintenance,AR,28
6937,2006,Railroad operations and maintenance,AZ,12
6938,2006,Railroad operations and maintenance,CA,25
6939,2006,Railroad operations and maintenance,CO,4
6940,2006,Railroad operations and maintenance,CT,2
6941,2006,Railroad operations and maintenance,FL,63
6942,2006,Railroad operations and maintenance,GA,113
6943,2006,Railroad operations and maintenance,ID,13
6944,2006,Railroad operations and maintenance,IN,1
6945,2006,Railroad operations and maintenance,LA,26
6946,2006,Railroad operations and maintenance,MD,3
6947,2006,Railroad operations and maintenance,ME,45
6948,2006,Railroad operations and maintenance,MI,6
6949,2006,Railroad operations and maintenance,MN,38
6950,2006,Railroad operations and maintenance,MS,25
6951,2006,Railroad operations and maintenance,MT,23
6952,2006,Railroad operations and maintenance,NC,48
6953,2006,Railroad operations and maintenance,ND,1
6954,2006,Railroad operations and maintenance,NE,2
6955,2006,Railroad operations and maintenance,NH,2
6956,2006,Railroad operations and maintenance,NJ,20
6957,2006,Railroad operations and maintenance,NM,5
6958,2006,Railroad operations and maintenance,NV,3
6959,2006,Railroad operations and maintenance,NY,3
6960,2006,Railroad operations and maintenance,OK,21
6961,2006,Railroad operations and maintenance,OR,18
6962,2006,Railroad operations and maintenance,PA,24
6963,2006,Railroad operations and maintenance,SC,24
6964,2006,Railroad operations and maintenance,SD,6
6965,2006,Railroad operations and maintenance,TN,9
6966,2006,Railroad operations and maintenance,TX,223
6967,2006,Railroad operations and maintenance,UT,12
6968,2006,Railroad operations and maintenance,VA,33
6969,2006,Railroad operations and maintenance,WA,16
6970,2006,Railroad operations and maintenance,WI,41
6971,2006,Railroad operations and maintenance,WV,14
6972,2006,Railroad operations and maintenance,WY,39
6973,2006,Recreation and ceremony,AK,36
6974,2006,Recreation and ceremony,AL,19
6975,2006,Recreation and ceremony,AR,35
6976,2006,Recreation and ceremony,AZ,174
6977,2006,Recreation and ceremony,CA,336
6978,2006,Recreation and ceremony,CO,88
6979,2006,Recreation and ceremony,CT,11
6980,2006,Recreation and ceremony,FL,118
6981,2006,Recreation and ceremony,GA,186
6982,2006,Recreation and ceremony,ID,90
6983,2006,Recreation and ceremony,IL,7
6984,2006,Recreation and ceremony,IN,16
6985,2006,Recreation and ceremony,KS,27
6986,2006,Recreation and ceremony,KY,2
6987,2006,Recreation and ceremony,LA,10
6988,2006,Recreation and ceremony,MA,5
6989,2006,Recreation and ceremony,MD,16
6990,2006,Recreation and ceremony,ME,16
6991,2006,Recreation and ceremony,MI,60
6992,2006,Recreation and ceremony,MN,98
6993,2006,Recreation and ceremony,MO,34
6994,2006,Recreation and ceremony,MS,11
6995,2006,Recreation and ceremony,MT,246
6996,2006,Recreation and ceremony,NC,64
6997,2006,Recreation and ceremony,ND,7
6998,2006,Recreation and ceremony,NE,1
6999,2006,Recreation and ceremony,NH,6
7000,2006,Recreation and ceremony,NJ,78
7001,2006,Recreation and ceremony,NM,60
7002,2006,Recreation and ceremony,NV,25
7003,2006,Recreation and ceremony,NY,57
7004,2006,Recreation and ceremony,OH,35
7005,2006,Recreation and ceremony,OK,19
7006,2006,Recreation and ceremony,OR,374
7007,2006,Recreation and ceremony,PA,31
7008,2006,Recreation and ceremony,RI,3
7009,2006,Recreation and ceremony,SC,14
7010,2006,Recreation and ceremony,SD,22
7011,2006,Recreation and ceremony,TN,24
7012,2006,Recreation and ceremony,TX,156
7013,2006,Recreation and ceremony,UT,75
7014,2006,Recreation and ceremony,VA,14
7015,2006,Recreation and ceremony,WA,146
7016,2006,Recreation and ceremony,WI,61
7017,2006,Recreation and ceremony,WV,21
7018,2006,Recreation and ceremony,WY,85
7019,2006,Smoking,AK,2
7020,2006,Smoking,AL,66
7021,2006,Smoking,AR,32
7022,2006,Smoking,AZ,39
7023,2006,Smoking,CA,476
7024,2006,Smoking,CO,5
7025,2006,Smoking,CT,7
7026,2006,Smoking,FL,87
7027,2006,Smoking,GA,194
7028,2006,Smoking,IA,1
7029,2006,Smoking,ID,22
7030,2006,Smoking,IN,2
7031,2006,Smoking,KS,12
7032,2006,Smoking,LA,25
7033,2006,Smoking,MA,7
7034,2006,Smoking,MD,53
7035,2006,Smoking,ME,45
7036,2006,Smoking,MI,17
7037,2006,Smoking,MN,33
7038,2006,Smoking,MO,4
7039,2006,Smoking,MS,32
7040,2006,Smoking,MT,48
7041,2006,Smoking,NC,332
7042,2006,Smoking,ND,3
7043,2006,Smoking,NH,11
7044,2006,Smoking,NJ,128
7045,2006,Smoking,NM,54
7046,2006,Smoking,NV,7
7047,2006,Smoking,NY,290
7048,2006,Smoking,OH,2
7049,2006,Smoking,OK,17
7050,2006,Smoking,OR,88
7051,2006,Smoking,PA,15
7052,2006,Smoking,SC,95
7053,2006,Smoking,SD,48
7054,2006,Smoking,TN,38
7055,2006,Smoking,TX,564
7056,2006,Smoking,UT,11
7057,2006,Smoking,VA,70
7058,2006,Smoking,WA,39
7059,2006,Smoking,WI,26
7060,2006,Smoking,WV,22
7061,2006,Smoking,WY,21
7062,2007,Arson/incendiarism,AK,6
7063,2007,Arson/incendiarism,AL,1488
7064,2007,Arson/incendiarism,AR,488
7065,2007,Arson/incendiarism,AZ,144
7066,2007,Arson/incendiarism,CA,1362
7067,2007,Arson/incendiarism,CO,2
7068,2007,Arson/incendiarism,CT,8
7069,2007,Arson/incendiarism,FL,593
7070,2007,Arson/incendiarism,GA,1625
7071,2007,Arson/incendiarism,HI,3
7072,2007,Arson/incendiarism,IA,1
7073,2007,Arson/incendiarism,ID,41
7074,2007,Arson/incendiarism,IL,7
7075,2007,Arson/incendiarism,IN,10
7076,2007,Arson/incendiarism,KS,22
7077,2007,Arson/incendiarism,KY,104
7078,2007,Arson/incendiarism,LA,30
7079,2007,Arson/incendiarism,MA,3
7080,2007,Arson/incendiarism,MD,129
7081,2007,Arson/incendiarism,ME,34
7082,2007,Arson/incendiarism,MI,24
7083,2007,Arson/incendiarism,MN,375
7084,2007,Arson/incendiarism,MO,128
7085,2007,Arson/incendiarism,MS,1237
7086,2007,Arson/incendiarism,MT,75
7087,2007,Arson/incendiarism,NC,73
7088,2007,Arson/incendiarism,ND,492
7089,2007,Arson/incendiarism,NE,32
7090,2007,Arson/incendiarism,NH,3
7091,2007,Arson/incendiarism,NJ,316
7092,2007,Arson/incendiarism,NM,36
7093,2007,Arson/incendiarism,NV,10
7094,2007,Arson/incendiarism,NY,727
7095,2007,Arson/incendiarism,OH,20
7096,2007,Arson/incendiarism,OK,655
7097,2007,Arson/incendiarism,OR,82
7098,2007,Arson/incendiarism,PA,108
7099,2007,Arson/incendiarism,PR,2
7100,2007,Arson/incendiarism,RI,16
7101,2007,Arson/incendiarism,SC,971
7102,2007,Arson/incendiarism,SD,22
7103,2007,Arson/incendiarism,TN,1137
7104,2007,Arson/incendiarism,TX,203
7105,2007,Arson/incendiarism,UT,33
7106,2007,Arson/incendiarism,VA,223
7107,2007,Arson/incendiarism,VT,1
7108,2007,Arson/incendiarism,WA,71
7109,2007,Arson/incendiarism,WI,353
7110,2007,Arson/incendiarism,WV,262
7111,2007,Arson/incendiarism,WY,4
7112,2007,Debris and open burning,AK,72
7113,2007,Debris and open burning,AL,1341
7114,2007,Debris and open burning,AR,440
7115,2007,Debris and open burning,AZ,139
7116,2007,Debris and open burning,CA,1148
7117,2007,Debris and open burning,CO,5
7118,2007,Debris and open burning,CT,33
7119,2007,Debris and open burning,FL,823
7120,2007,Debris and open burning,GA,3275
7121,2007,Debris and open burning,IA,4
7122,2007,Debris and open burning,ID,113
7123,2007,Debris and open burning,IL,6
7124,2007,Debris and open burning,IN,36
7125,2007,Debris and open burning,KS,36
7126,2007,Debris and open burning,KY,1158
7127,2007,Debris and open burning,LA,7
7128,2007,Debris and open burning,MA,1
7129,2007,Debris and open burning,MD,151
7130,2007,Debris and open burning,ME,113
7131,2007,Debris and open burning,MI,132
7132,2007,Debris and open burning,MN,696
7133,2007,Debris and open burning,MO,72
7134,2007,Debris and open burning,MS,1129
7135,2007,Debris and open burning,MT,164
7136,2007,Debris and open burning,NC,109
7137,2007,Debris and open burning,ND,137
7138,2007,Debris and open burning,NE,224
7139,2007,Debris and open burning,NH,22
7140,2007,Debris and open burning,NJ,40
7141,2007,Debris and open burning,NM,192
7142,2007,Debris and open burning,NV,29
7143,2007,Debris and open burning,NY,438
7144,2007,Debris and open burning,OH,106
7145,2007,Debris and open burning,OK,379
7146,2007,Debris and open burning,OR,308
7147,2007,Debris and open burning,PA,166
7148,2007,Debris and open burning,RI,2
7149,2007,Debris and open burning,SC,1658
7150,2007,Debris and open burning,SD,250
7151,2007,Debris and open burning,TN,1323
7152,2007,Debris and open burning,TX,2564
7153,2007,Debris and open burning,UT,127
7154,2007,Debris and open burning,VA,395
7155,2007,Debris and open burning,VT,1
7156,2007,Debris and open burning,WA,236
7157,2007,Debris and open burning,WI,74
7158,2007,Debris and open burning,WV,231
7159,2007,Debris and open burning,WY,34
7160,2007,Equipment and vehicle use,AK,7
7161,2007,Equipment and vehicle use,AL,231
7162,2007,Equipment and vehicle use,AR,107
7163,2007,Equipment and vehicle use,AZ,131
7164,2007,Equipment and vehicle use,CA,1763
7165,2007,Equipment and vehicle use,CO,9
7166,2007,Equipment and vehicle use,CT,4
7167,2007,Equipment and vehicle use,FL,340
7168,2007,Equipment and vehicle use,GA,1486
7169,2007,Equipment and vehicle use,ID,102
7170,2007,Equipment and vehicle use,IL,12
7171,2007,Equipment and vehicle use,IN,9
7172,2007,Equipment and vehicle use,KS,13
7173,2007,Equipment and vehicle use,KY,22
7174,2007,Equipment and vehicle use,LA,3
7175,2007,Equipment and vehicle use,MA,1
7176,2007,Equipment and vehicle use,MD,122
7177,2007,Equipment and vehicle use,ME,90
7178,2007,Equipment and vehicle use,MI,69
7179,2007,Equipment and vehicle use,MN,170
7180,2007,Equipment and vehicle use,MO,22
7181,2007,Equipment and vehicle use,MS,44
7182,2007,Equipment and vehicle use,MT,108
7183,2007,Equipment and vehicle use,NC,14
7184,2007,Equipment and vehicle use,ND,38
7185,2007,Equipment and vehicle use,NE,129
7186,2007,Equipment and vehicle use,NH,1
7187,2007,Equipment and vehicle use,NJ,116
7188,2007,Equipment and vehicle use,NM,98
7189,2007,Equipment and vehicle use,NV,41
7190,2007,Equipment and vehicle use,NY,63
7191,2007,Equipment and vehicle use,OH,17
7192,2007,Equipment and vehicle use,OK,90
7193,2007,Equipment and vehicle use,OR,217
7194,2007,Equipment and vehicle use,PA,56
7195,2007,Equipment and vehicle use,RI,1
7196,2007,Equipment and vehicle use,SC,382
7197,2007,Equipment and vehicle use,SD,207
7198,2007,Equipment and vehicle use,TN,180
7199,2007,Equipment and vehicle use,TX,663
7200,2007,Equipment and vehicle use,UT,96
7201,2007,Equipment and vehicle use,VA,167
7202,2007,Equipment and vehicle use,WA,94
7203,2007,Equipment and vehicle use,WI,30
7204,2007,Equipment and vehicle use,WV,19
7205,2007,Equipment and vehicle use,WY,17
7206,2007,Firearms and explosives use,AK,12
7207,2007,Firearms and explosives use,CA,7
7208,2007,Firearms and explosives use,FL,1
7209,2007,Firearms and explosives use,ID,104
7210,2007,Firearms and explosives use,KS,1
7211,2007,Firearms and explosives use,MT,1
7212,2007,Firearms and explosives use,ND,1
7213,2007,Firearms and explosives use,NV,7
7214,2007,Firearms and explosives use,OK,1
7215,2007,Firearms and explosives use,OR,10
7216,2007,Firearms and explosives use,UT,13
7217,2007,Firearms and explosives use,WA,1
7218,2007,Fireworks,AK,1
7219,2007,Fireworks,AR,1
7220,2007,Fireworks,AZ,20
7221,2007,Fireworks,CA,14
7222,2007,Fireworks,CO,7
7223,2007,Fireworks,FL,27
7224,2007,Fireworks,GA,1
7225,2007,Fireworks,ID,39
7226,2007,Fireworks,IL,1
7227,2007,Fireworks,KS,1
7228,2007,Fireworks,KY,1
7229,2007,Fireworks,MI,5
7230,2007,Fireworks,MN,6
7231,2007,Fireworks,MS,1
7232,2007,Fireworks,MT,134
7233,2007,Fireworks,NC,3
7234,2007,Fireworks,ND,17
7235,2007,Fireworks,NE,43
7236,2007,Fireworks,NJ,19
7237,2007,Fireworks,NM,13
7238,2007,Fireworks,NV,16
7239,2007,Fireworks,OK,4
7240,2007,Fireworks,OR,74
7241,2007,Fireworks,SD,343
7242,2007,Fireworks,TN,30
7243,2007,Fireworks,TX,2
7244,2007,Fireworks,UT,30
7245,2007,Fireworks,VA,1
7246,2007,Fireworks,WA,74
7247,2007,Fireworks,WI,12
7248,2007,Fireworks,WV,3
7249,2007,Fireworks,WY,7
7250,2007,Missing data/not specified/undetermined,AK,67
7251,2007,Missing data/not specified/undetermined,AL,381
7252,2007,Missing data/not specified/undetermined,AR,130
7253,2007,Missing data/not specified/undetermined,AZ,569
7254,2007,Missing data/not specified/undetermined,CA,6264
7255,2007,Missing data/not specified/undetermined,CO,56
7256,2007,Missing data/not specified/undetermined,CT,249
7257,2007,Missing data/not specified/undetermined,DE,2
7258,2007,Missing data/not specified/undetermined,FL,727
7259,2007,Missing data/not specified/undetermined,GA,716
7260,2007,Missing data/not specified/undetermined,HI,957
7261,2007,Missing data/not specified/undetermined,IA,137
7262,2007,Missing data/not specified/undetermined,ID,181
7263,2007,Missing data/not specified/undetermined,IL,59
7264,2007,Missing data/not specified/undetermined,IN,35
7265,2007,Missing data/not specified/undetermined,KS,73
7266,2007,Missing data/not specified/undetermined,KY,205
7267,2007,Missing data/not specified/undetermined,LA,7
7268,2007,Missing data/not specified/undetermined,MA,10
7269,2007,Missing data/not specified/undetermined,MD,66
7270,2007,Missing data/not specified/undetermined,ME,51
7271,2007,Missing data/not specified/undetermined,MI,117
7272,2007,Missing data/not specified/undetermined,MN,229
7273,2007,Missing data/not specified/undetermined,MO,223
7274,2007,Missing data/not specified/undetermined,MS,287
7275,2007,Missing data/not specified/undetermined,MT,200
7276,2007,Missing data/not specified/undetermined,NC,7003
7277,2007,Missing data/not specified/undetermined,ND,140
7278,2007,Missing data/not specified/undetermined,NE,128
7279,2007,Missing data/not specified/undetermined,NH,29
7280,2007,Missing data/not specified/undetermined,NJ,197
7281,2007,Missing data/not specified/undetermined,NM,193
7282,2007,Missing data/not specified/undetermined,NV,135
7283,2007,Missing data/not specified/undetermined,NY,4053
7284,2007,Missing data/not specified/undetermined,OH,86
7285,2007,Missing data/not specified/undetermined,OK,109
7286,2007,Missing data/not specified/undetermined,OR,125
7287,2007,Missing data/not specified/undetermined,PA,96
7288,2007,Missing data/not specified/undetermined,PR,3689
7289,2007,Missing data/not specified/undetermined,RI,1
7290,2007,Missing data/not specified/undetermined,SC,386
7291,2007,Missing data/not specified/undetermined,SD,271
7292,2007,Missing data/not specified/undetermined,TN,258
7293,2007,Missing data/not specified/undetermined,TX,1588
7294,2007,Missing data/not specified/undetermined,UT,246
7295,2007,Missing data/not specified/undetermined,VA,379
7296,2007,Missing data/not specified/undetermined,WA,239
7297,2007,Missing data/not specified/undetermined,WI,445
7298,2007,Missing data/not specified/undetermined,WV,114
7299,2007,Missing data/not specified/undetermined,WY,49
7300,2007,Misuse of fire by a minor,AK,11
7301,2007,Misuse of fire by a minor,AL,43
7302,2007,Misuse of fire by a minor,AR,9
7303,2007,Misuse of fire by a minor,AZ,51
7304,2007,Misuse of fire by a minor,CA,819
7305,2007,Misuse of fire by a minor,CO,2
7306,2007,Misuse of fire by a minor,CT,5
7307,2007,Misuse of fire by a minor,FL,186
7308,2007,Misuse of fire by a minor,GA,423
7309,2007,Misuse of fire by a minor,ID,12
7310,2007,Misuse of fire by a minor,IL,1
7311,2007,Misuse of fire by a minor,KS,1
7312,2007,Misuse of fire by a minor,KY,17
7313,2007,Misuse of fire by a minor,MD,46
7314,2007,Misuse of fire by a minor,ME,24
7315,2007,Misuse of fire by a minor,MI,21
7316,2007,Misuse of fire by a minor,MN,24
7317,2007,Misuse of fire by a minor,MO,1
7318,2007,Misuse of fire by a minor,MS,9
7319,2007,Misuse of fire by a minor,MT,42
7320,2007,Misuse of fire by a minor,NC,2
7321,2007,Misuse of fire by a minor,ND,10
7322,2007,Misuse of fire by a minor,NE,3
7323,2007,Misuse of fire by a minor,NH,11
7324,2007,Misuse of fire by a minor,NJ,190
7325,2007,Misuse of fire by a minor,NM,12
7326,2007,Misuse of fire by a minor,NY,82
7327,2007,Misuse of fire by a minor,OH,2
7328,2007,Misuse of fire by a minor,OK,5
7329,2007,Misuse of fire by a minor,OR,24
7330,2007,Misuse of fire by a minor,PA,9
7331,2007,Misuse of fire by a minor,SC,245
7332,2007,Misuse of fire by a minor,SD,118
7333,2007,Misuse of fire by a minor,TN,42
7334,2007,Misuse of fire by a minor,TX,65
7335,2007,Misuse of fire by a minor,UT,13
7336,2007,Misuse of fire by a minor,VA,52
7337,2007,Misuse of fire by a minor,WA,44
7338,2007,Misuse of fire by a minor,WI,43
7339,2007,Misuse of fire by a minor,WV,23
7340,2007,Misuse of fire by a minor,WY,20
7341,2007,Natural,AK,263
7342,2007,Natural,AL,192
7343,2007,Natural,AR,51
7344,2007,Natural,AZ,1153
7345,2007,Natural,CA,877
7346,2007,Natural,CO,889
7347,2007,Natural,CT,1
7348,2007,Natural,FL,1459
7349,2007,Natural,GA,580
7350,2007,Natural,HI,2
7351,2007,Natural,ID,846
7352,2007,Natural,IL,2
7353,2007,Natural,IN,6
7354,2007,Natural,KS,9
7355,2007,Natural,KY,26
7356,2007,Natural,LA,5
7357,2007,Natural,MA,2
7358,2007,Natural,MD,32
7359,2007,Natural,ME,47
7360,2007,Natural,MI,56
7361,2007,Natural,MN,105
7362,2007,Natural,MO,10
7363,2007,Natural,MS,21
7364,2007,Natural,MT,1000
7365,2007,Natural,NC,30
7366,2007,Natural,ND,19
7367,2007,Natural,NE,124
7368,2007,Natural,NH,4
7369,2007,Natural,NJ,13
7370,2007,Natural,NM,781
7371,2007,Natural,NV,389
7372,2007,Natural,NY,453
7373,2007,Natural,OH,6
7374,2007,Natural,OK,35
7375,2007,Natural,OR,1159
7376,2007,Natural,PA,17
7377,2007,Natural,PR,1
7378,2007,Natural,SC,165
7379,2007,Natural,SD,320
7380,2007,Natural,TN,104
7381,2007,Natural,TX,150
7382,2007,Natural,UT,838
7383,2007,Natural,VA,96
7384,2007,Natural,WA,263
7385,2007,Natural,WI,94
7386,2007,Natural,WV,20
7387,2007,Natural,WY,368
7388,2007,Other causes,AK,20
7389,2007,Other causes,AL,1
7390,2007,Other causes,AZ,4
7391,2007,Other causes,CA,23
7392,2007,Other causes,CO,1
7393,2007,Other causes,FL,43
7394,2007,Other causes,ID,6
7395,2007,Other causes,MI,2
7396,2007,Other causes,MN,5
7397,2007,Other causes,MT,6
7398,2007,Other causes,NC,3
7399,2007,Other causes,ND,2
7400,2007,Other causes,NJ,34
7401,2007,Other causes,NM,2
7402,2007,Other causes,NV,2
7403,2007,Other causes,NY,4
7404,2007,Other causes,OH,4
7405,2007,Other causes,OK,8
7406,2007,Other causes,OR,31
7407,2007,Other causes,SD,21
7408,2007,Other causes,TN,63
7409,2007,Other causes,UT,6
7410,2007,Other causes,WA,1
7411,2007,Other causes,WI,1
7412,2007,Other causes,WV,24
7413,2007,Other causes,WY,1
7414,2007,Power generation/transmission/distribution,AK,11
7415,2007,Power generation/transmission/distribution,AL,2
7416,2007,Power generation/transmission/distribution,AR,9
7417,2007,Power generation/transmission/distribution,AZ,7
7418,2007,Power generation/transmission/distribution,CA,184
7419,2007,Power generation/transmission/distribution,CO,5
7420,2007,Power generation/transmission/distribution,FL,169
7421,2007,Power generation/transmission/distribution,GA,5
7422,2007,Power generation/transmission/distribution,ID,37
7423,2007,Power generation/transmission/distribution,IN,1
7424,2007,Power generation/transmission/distribution,KS,1
7425,2007,Power generation/transmission/distribution,KY,1
7426,2007,Power generation/transmission/distribution,LA,2
7427,2007,Power generation/transmission/distribution,MI,17
7428,2007,Power generation/transmission/distribution,MN,9
7429,2007,Power generation/transmission/distribution,MO,6
7430,2007,Power generation/transmission/distribution,MS,4
7431,2007,Power generation/transmission/distribution,MT,34
7432,2007,Power generation/transmission/distribution,NC,17
7433,2007,Power generation/transmission/distribution,ND,4
7434,2007,Power generation/transmission/distribution,NE,49
7435,2007,Power generation/transmission/distribution,NJ,2
7436,2007,Power generation/transmission/distribution,NM,7
7437,2007,Power generation/transmission/distribution,NV,8
7438,2007,Power generation/transmission/distribution,NY,68
7439,2007,Power generation/transmission/distribution,OH,2
7440,2007,Power generation/transmission/distribution,OK,20
7441,2007,Power generation/transmission/distribution,OR,52
7442,2007,Power generation/transmission/distribution,SC,7
7443,2007,Power generation/transmission/distribution,SD,25
7444,2007,Power generation/transmission/distribution,TN,92
7445,2007,Power generation/transmission/distribution,TX,2
7446,2007,Power generation/transmission/distribution,UT,33
7447,2007,Power generation/transmission/distribution,VA,4
7448,2007,Power generation/transmission/distribution,WA,49
7449,2007,Power generation/transmission/distribution,WI,20
7450,2007,Power generation/transmission/distribution,WV,84
7451,2007,Power generation/transmission/distribution,WY,2
7452,2007,Railroad operations and maintenance,AK,3
7453,2007,Railroad operations and maintenance,AL,61
7454,2007,Railroad operations and maintenance,AR,29
7455,2007,Railroad operations and maintenance,AZ,4
7456,2007,Railroad operations and maintenance,CA,27
7457,2007,Railroad operations and maintenance,CO,2
7458,2007,Railroad operations and maintenance,CT,2
7459,2007,Railroad operations and maintenance,FL,26
7460,2007,Railroad operations and maintenance,GA,122
7461,2007,Railroad operations and maintenance,ID,9
7462,2007,Railroad operations and maintenance,IL,1
7463,2007,Railroad operations and maintenance,IN,1
7464,2007,Railroad operations and maintenance,KY,73
7465,2007,Railroad operations and maintenance,LA,6
7466,2007,Railroad operations and maintenance,MD,5
7467,2007,Railroad operations and maintenance,ME,38
7468,2007,Railroad operations and maintenance,MI,4
7469,2007,Railroad operations and maintenance,MN,43
7470,2007,Railroad operations and maintenance,MS,15
7471,2007,Railroad operations and maintenance,MT,18
7472,2007,Railroad operations and maintenance,NC,1
7473,2007,Railroad operations and maintenance,ND,1
7474,2007,Railroad operations and maintenance,NE,51
7475,2007,Railroad operations and maintenance,NH,4
7476,2007,Railroad operations and maintenance,NJ,35
7477,2007,Railroad operations and maintenance,NM,8
7478,2007,Railroad operations and maintenance,NV,8
7479,2007,Railroad operations and maintenance,NY,2
7480,2007,Railroad operations and maintenance,OK,2
7481,2007,Railroad operations and maintenance,OR,12
7482,2007,Railroad operations and maintenance,PA,16
7483,2007,Railroad operations and maintenance,SC,38
7484,2007,Railroad operations and maintenance,SD,6
7485,2007,Railroad operations and maintenance,TN,25
7486,2007,Railroad operations and maintenance,TX,38
7487,2007,Railroad operations and maintenance,UT,22
7488,2007,Railroad operations and maintenance,VA,39
7489,2007,Railroad operations and maintenance,WA,7
7490,2007,Railroad operations and maintenance,WI,107
7491,2007,Railroad operations and maintenance,WV,2
7492,2007,Railroad operations and maintenance,WY,28
7493,2007,Recreation and ceremony,AK,37
7494,2007,Recreation and ceremony,AL,38
7495,2007,Recreation and ceremony,AR,19
7496,2007,Recreation and ceremony,AZ,192
7497,2007,Recreation and ceremony,CA,365
7498,2007,Recreation and ceremony,CO,91
7499,2007,Recreation and ceremony,CT,16
7500,2007,Recreation and ceremony,FL,109
7501,2007,Recreation and ceremony,GA,220
7502,2007,Recreation and ceremony,HI,2
7503,2007,Recreation and ceremony,IA,1
7504,2007,Recreation and ceremony,ID,83
7505,2007,Recreation and ceremony,IL,5
7506,2007,Recreation and ceremony,IN,27
7507,2007,Recreation and ceremony,KS,28
7508,2007,Recreation and ceremony,KY,459
7509,2007,Recreation and ceremony,LA,3
7510,2007,Recreation and ceremony,MA,5
7511,2007,Recreation and ceremony,MD,17
7512,2007,Recreation and ceremony,ME,50
7513,2007,Recreation and ceremony,MI,57
7514,2007,Recreation and ceremony,MN,93
7515,2007,Recreation and ceremony,MO,51
7516,2007,Recreation and ceremony,MS,6
7517,2007,Recreation and ceremony,MT,192
7518,2007,Recreation and ceremony,NC,24
7519,2007,Recreation and ceremony,ND,4
7520,2007,Recreation and ceremony,NE,12
7521,2007,Recreation and ceremony,NH,9
7522,2007,Recreation and ceremony,NJ,85
7523,2007,Recreation and ceremony,NM,45
7524,2007,Recreation and ceremony,NV,47
7525,2007,Recreation and ceremony,NY,79
7526,2007,Recreation and ceremony,OH,11
7527,2007,Recreation and ceremony,OK,13
7528,2007,Recreation and ceremony,OR,354
7529,2007,Recreation and ceremony,PA,38
7530,2007,Recreation and ceremony,PR,1
7531,2007,Recreation and ceremony,RI,1
7532,2007,Recreation and ceremony,SC,44
7533,2007,Recreation and ceremony,SD,29
7534,2007,Recreation and ceremony,TN,12
7535,2007,Recreation and ceremony,TX,81
7536,2007,Recreation and ceremony,UT,85
7537,2007,Recreation and ceremony,VA,28
7538,2007,Recreation and ceremony,VT,2
7539,2007,Recreation and ceremony,WA,196
7540,2007,Recreation and ceremony,WI,286
7541,2007,Recreation and ceremony,WV,36
7542,2007,Recreation and ceremony,WY,51
7543,2007,Smoking,AK,3
7544,2007,Smoking,AL,55
7545,2007,Smoking,AR,17
7546,2007,Smoking,AZ,28
7547,2007,Smoking,CA,575
7548,2007,Smoking,CO,1
7549,2007,Smoking,CT,13
7550,2007,Smoking,DC,1
7551,2007,Smoking,FL,74
7552,2007,Smoking,GA,264
7553,2007,Smoking,ID,16
7554,2007,Smoking,IL,5
7555,2007,Smoking,IN,2
7556,2007,Smoking,KS,11
7557,2007,Smoking,KY,15
7558,2007,Smoking,MA,12
7559,2007,Smoking,MD,30
7560,2007,Smoking,ME,34
7561,2007,Smoking,MI,12
7562,2007,Smoking,MN,32
7563,2007,Smoking,MO,10
7564,2007,Smoking,MS,14
7565,2007,Smoking,MT,23
7566,2007,Smoking,NC,5
7567,2007,Smoking,NE,23
7568,2007,Smoking,NH,12
7569,2007,Smoking,NJ,74
7570,2007,Smoking,NM,37
7571,2007,Smoking,NV,6
7572,2007,Smoking,NY,348
7573,2007,Smoking,OH,5
7574,2007,Smoking,OK,4
7575,2007,Smoking,OR,64
7576,2007,Smoking,PA,8
7577,2007,Smoking,SC,102
7578,2007,Smoking,SD,15
7579,2007,Smoking,TN,127
7580,2007,Smoking,TX,121
7581,2007,Smoking,UT,4
7582,2007,Smoking,VA,62
7583,2007,Smoking,VT,1
7584,2007,Smoking,WA,27
7585,2007,Smoking,WI,22
7586,2007,Smoking,WV,18
7587,2007,Smoking,WY,14
7588,2008,Arson/incendiarism,AK,18
7589,2008,Arson/incendiarism,AL,682
7590,2008,Arson/incendiarism,AR,276
7591,2008,Arson/incendiarism,AZ,103
7592,2008,Arson/incendiarism,CA,946
7593,2008,Arson/incendiarism,CT,14
7594,2008,Arson/incendiarism,FL,433
7595,2008,Arson/incendiarism,GA,915
