,FIRE_YEAR,NWCG_GENERAL_CAUSE,STATE,Count
0,1992,Arson/incendiarism,AK,21
1,1992,Arson/incendiarism,AL,68
2,1992,Arson/incendiarism,AR,78
3,1992,Arson/incendiarism,AZ,331
4,1992,Arson/incendiarism,CA,1151
5,1992,Arson/incendiarism,CO,84
6,1992,Arson/incendiarism,CT,69
7,1992,Arson/incendiarism,DC,2
8,1992,Arson/incendiarism,DE,3
9,1992,Arson/incendiarism,FL,176
10,1992,Arson/incendiarism,GA,1841
11,1992,Arson/incendiarism,HI,1
12,1992,Arson/incendiarism,IA,3
13,1992,Arson/incendiarism,ID,36
14,1992,Arson/incendiarism,IL,4
15,1992,Arson/incendiarism,IN,17
16,1992,Arson/incendiarism,KY,29
17,1992,Arson/incendiarism,LA,48
18,1992,Arson/incendiarism,MA,1
19,1992,Arson/incendiarism,MD,10
20,1992,Arson/incendiarism,ME,126
21,1992,Arson/incendiarism,MI,91
22,1992,Arson/incendiarism,MN,324
23,1992,Arson/incendiarism,MO,527
24,1992,Arson/incendiarism,MS,2981
25,1992,Arson/incendiarism,MT,18
26,1992,Arson/incendiarism,NC,1235
27,1992,Arson/incendiarism,ND,65
28,1992,Arson/incendiarism,NE,1
29,1992,Arson/incendiarism,NH,7
30,1992,Arson/incendiarism,NJ,663
31,1992,Arson/incendiarism,NM,48
32,1992,Arson/incendiarism,NV,33
33,1992,Arson/incendiarism,NY,71
34,1992,Arson/incendiarism,OH,5
35,1992,Arson/incendiarism,OK,35
36,1992,Arson/incendiarism,OR,135
37,1992,Arson/incendiarism,PA,3
38,1992,Arson/incendiarism,PR,4
39,1992,Arson/incendiarism,SC,27
40,1992,Arson/incendiarism,SD,39
41,1992,Arson/incendiarism,TN,33
42,1992,Arson/incendiarism,TX,361
43,1992,Arson/incendiarism,UT,12
44,1992,Arson/incendiarism,VA,11
45,1992,Arson/incendiarism,WA,83
46,1992,Arson/incendiarism,WI,128
47,1992,Arson/incendiarism,WV,209
48,1992,Arson/incendiarism,WY,2
49,1992,Debris and open burning,AK,99
50,1992,Debris and open burning,AL,8
51,1992,Debris and open burning,AR,16
52,1992,Debris and open burning,AZ,302
53,1992,Debris and open burning,CA,690
54,1992,Debris and open burning,CO,45
55,1992,Debris and open burning,CT,28
56,1992,Debris and open burning,FL,219
57,1992,Debris and open burning,GA,2927
58,1992,Debris and open burning,HI,3
59,1992,Debris and open burning,ID,116
60,1992,Debris and open burning,IL,5
61,1992,Debris and open burning,IN,15
62,1992,Debris and open burning,KS,5
63,1992,Debris and open burning,KY,10
64,1992,Debris and open burning,LA,14
65,1992,Debris and open burning,ME,192
66,1992,Debris and open burning,MI,208
67,1992,Debris and open burning,MN,660
68,1992,Debris and open burning,MO,909
69,1992,Debris and open burning,MS,1144
70,1992,Debris and open burning,MT,232
71,1992,Debris and open burning,NC,2310
72,1992,Debris and open burning,ND,103
73,1992,Debris and open burning,NE,9
74,1992,Debris and open burning,NH,31
75,1992,Debris and open burning,NJ,67
76,1992,Debris and open burning,NM,183
77,1992,Debris and open burning,NV,31
78,1992,Debris and open burning,NY,113
79,1992,Debris and open burning,OH,10
80,1992,Debris and open burning,OK,12
81,1992,Debris and open burning,OR,303
82,1992,Debris and open burning,PA,1
83,1992,Debris and open burning,SC,12
84,1992,Debris and open burning,SD,121
85,1992,Debris and open burning,TN,9
86,1992,Debris and open burning,TX,579
87,1992,Debris and open burning,UT,30
88,1992,Debris and open burning,VA,9
89,1992,Debris and open burning,WA,374
90,1992,Debris and open burning,WI,336
91,1992,Debris and open burning,WV,256
92,1992,Debris and open burning,WY,46
93,1992,Equipment and vehicle use,AK,12
94,1992,Equipment and vehicle use,AR,5
95,1992,Equipment and vehicle use,AZ,112
96,1992,Equipment and vehicle use,CA,2322
97,1992,Equipment and vehicle use,CO,19
98,1992,Equipment and vehicle use,CT,3
99,1992,Equipment and vehicle use,FL,937
100,1992,Equipment and vehicle use,GA,535
101,1992,Equipment and vehicle use,ID,84
102,1992,Equipment and vehicle use,IL,1
103,1992,Equipment and vehicle use,IN,1
104,1992,Equipment and vehicle use,KS,3
105,1992,Equipment and vehicle use,KY,1
106,1992,Equipment and vehicle use,LA,1
107,1992,Equipment and vehicle use,MA,1
108,1992,Equipment and vehicle use,ME,70
109,1992,Equipment and vehicle use,MI,64
110,1992,Equipment and vehicle use,MN,102
111,1992,Equipment and vehicle use,MO,32
112,1992,Equipment and vehicle use,MS,52
113,1992,Equipment and vehicle use,MT,24
114,1992,Equipment and vehicle use,NC,383
115,1992,Equipment and vehicle use,ND,20
116,1992,Equipment and vehicle use,NE,4
117,1992,Equipment and vehicle use,NH,4
118,1992,Equipment and vehicle use,NJ,46
119,1992,Equipment and vehicle use,NM,21
120,1992,Equipment and vehicle use,NV,21
121,1992,Equipment and vehicle use,NY,14
122,1992,Equipment and vehicle use,OH,1
123,1992,Equipment and vehicle use,OK,5
124,1992,Equipment and vehicle use,OR,154
125,1992,Equipment and vehicle use,PA,1
126,1992,Equipment and vehicle use,SC,1
127,1992,Equipment and vehicle use,SD,76
128,1992,Equipment and vehicle use,TN,1
129,1992,Equipment and vehicle use,TX,46
130,1992,Equipment and vehicle use,UT,14
131,1992,Equipment and vehicle use,VA,1
132,1992,Equipment and vehicle use,WA,81
133,1992,Equipment and vehicle use,WI,295
134,1992,Equipment and vehicle use,WV,56
135,1992,Equipment and vehicle use,WY,11
136,1992,Firearms and explosives use,AK,1
137,1992,Fireworks,AK,22
138,1992,Fireworks,AL,1
139,1992,Fireworks,AZ,9
140,1992,Fireworks,CA,13
141,1992,Fireworks,CO,2
142,1992,Fireworks,ID,7
143,1992,Fireworks,IN,5
144,1992,Fireworks,MN,1
145,1992,Fireworks,MS,2
146,1992,Fireworks,MT,43
147,1992,Fireworks,NC,1
148,1992,Fireworks,ND,8
149,1992,Fireworks,NM,5
150,1992,Fireworks,NV,2
151,1992,Fireworks,NY,1
152,1992,Fireworks,OR,30
153,1992,Fireworks,SD,19
154,1992,Fireworks,TX,3
155,1992,Fireworks,UT,1
156,1992,Fireworks,WA,60
157,1992,Fireworks,WI,2
158,1992,Fireworks,WV,38
159,1992,Fireworks,WY,3
160,1992,Missing data/not specified/undetermined,AK,56
161,1992,Missing data/not specified/undetermined,AL,10
162,1992,Missing data/not specified/undetermined,AR,10
163,1992,Missing data/not specified/undetermined,AZ,1017
164,1992,Missing data/not specified/undetermined,CA,2420
165,1992,Missing data/not specified/undetermined,CO,155
166,1992,Missing data/not specified/undetermined,CT,25
167,1992,Missing data/not specified/undetermined,FL,458
168,1992,Missing data/not specified/undetermined,GA,254
169,1992,Missing data/not specified/undetermined,HI,49
170,1992,Missing data/not specified/undetermined,IA,2
171,1992,Missing data/not specified/undetermined,ID,142
172,1992,Missing data/not specified/undetermined,IN,15
173,1992,Missing data/not specified/undetermined,KS,3
174,1992,Missing data/not specified/undetermined,KY,2
175,1992,Missing data/not specified/undetermined,LA,13
176,1992,Missing data/not specified/undetermined,MA,2
177,1992,Missing data/not specified/undetermined,MD,2
178,1992,Missing data/not specified/undetermined,ME,75
179,1992,Missing data/not specified/undetermined,MI,77
180,1992,Missing data/not specified/undetermined,MN,200
181,1992,Missing data/not specified/undetermined,MO,118
182,1992,Missing data/not specified/undetermined,MS,155
183,1992,Missing data/not specified/undetermined,MT,479
184,1992,Missing data/not specified/undetermined,NC,584
185,1992,Missing data/not specified/undetermined,ND,127
186,1992,Missing data/not specified/undetermined,NH,28
187,1992,Missing data/not specified/undetermined,NJ,194
188,1992,Missing data/not specified/undetermined,NM,163
189,1992,Missing data/not specified/undetermined,NV,12
190,1992,Missing data/not specified/undetermined,NY,90
191,1992,Missing data/not specified/undetermined,OH,3
192,1992,Missing data/not specified/undetermined,OK,1412
193,1992,Missing data/not specified/undetermined,OR,127
194,1992,Missing data/not specified/undetermined,PA,4
195,1992,Missing data/not specified/undetermined,SC,5145
196,1992,Missing data/not specified/undetermined,SD,33
197,1992,Missing data/not specified/undetermined,TN,4
198,1992,Missing data/not specified/undetermined,TX,73
199,1992,Missing data/not specified/undetermined,UT,404
200,1992,Missing data/not specified/undetermined,VA,10
201,1992,Missing data/not specified/undetermined,VT,1
202,1992,Missing data/not specified/undetermined,WA,74
203,1992,Missing data/not specified/undetermined,WI,273
204,1992,Missing data/not specified/undetermined,WV,3
205,1992,Missing data/not specified/undetermined,WY,334
206,1992,Misuse of fire by a minor,AK,39
207,1992,Misuse of fire by a minor,AR,1
208,1992,Misuse of fire by a minor,AZ,83
209,1992,Misuse of fire by a minor,CA,548
210,1992,Misuse of fire by a minor,CO,21
211,1992,Misuse of fire by a minor,CT,28
212,1992,Misuse of fire by a minor,FL,234
213,1992,Misuse of fire by a minor,GA,183
214,1992,Misuse of fire by a minor,ID,17
215,1992,Misuse of fire by a minor,IL,1
216,1992,Misuse of fire by a minor,IN,9
217,1992,Misuse of fire by a minor,KY,2
218,1992,Misuse of fire by a minor,MA,1
219,1992,Misuse of fire by a minor,ME,58
220,1992,Misuse of fire by a minor,MI,54
221,1992,Misuse of fire by a minor,MN,175
222,1992,Misuse of fire by a minor,MO,14
223,1992,Misuse of fire by a minor,MS,22
224,1992,Misuse of fire by a minor,MT,67
225,1992,Misuse of fire by a minor,NC,437
226,1992,Misuse of fire by a minor,ND,47
227,1992,Misuse of fire by a minor,NE,1
228,1992,Misuse of fire by a minor,NH,21
229,1992,Misuse of fire by a minor,NJ,221
230,1992,Misuse of fire by a minor,NM,20
231,1992,Misuse of fire by a minor,NV,10
232,1992,Misuse of fire by a minor,NY,21
233,1992,Misuse of fire by a minor,OH,1
234,1992,Misuse of fire by a minor,OK,1
235,1992,Misuse of fire by a minor,OR,82
236,1992,Misuse of fire by a minor,SD,108
237,1992,Misuse of fire by a minor,TX,15
238,1992,Misuse of fire by a minor,UT,11
239,1992,Misuse of fire by a minor,VA,1
240,1992,Misuse of fire by a minor,WA,77
241,1992,Misuse of fire by a minor,WI,78
242,1992,Misuse of fire by a minor,WV,37
243,1992,Misuse of fire by a minor,WY,4
244,1992,Natural,AK,98
245,1992,Natural,AL,2
246,1992,Natural,AR,8
247,1992,Natural,AZ,1185
248,1992,Natural,CA,2696
249,1992,Natural,CO,786
250,1992,Natural,FL,607
251,1992,Natural,GA,213
252,1992,Natural,ID,1583
253,1992,Natural,KS,3
254,1992,Natural,KY,1
255,1992,Natural,LA,7
256,1992,Natural,ME,17
257,1992,Natural,MI,20
258,1992,Natural,MN,15
259,1992,Natural,MO,14
260,1992,Natural,MS,6
261,1992,Natural,MT,516
262,1992,Natural,NC,66
263,1992,Natural,ND,9
264,1992,Natural,NE,6
265,1992,Natural,NJ,4
266,1992,Natural,NM,420
267,1992,Natural,NV,390
268,1992,Natural,NY,5
269,1992,Natural,OR,2484
270,1992,Natural,SC,6
271,1992,Natural,SD,85
272,1992,Natural,TN,3
273,1992,Natural,TX,34
274,1992,Natural,UT,555
275,1992,Natural,VA,6
276,1992,Natural,WA,492
277,1992,Natural,WI,20
278,1992,Natural,WV,14
279,1992,Natural,WY,200
280,1992,Other causes,AK,22
281,1992,Other causes,AZ,4
282,1992,Other causes,CA,18
283,1992,Other causes,HI,1
284,1992,Other causes,ID,1
285,1992,Other causes,IN,1
286,1992,Other causes,MN,1
287,1992,Other causes,MT,11
288,1992,Other causes,ND,7
289,1992,Other causes,NM,4
290,1992,Other causes,NV,2
291,1992,Other causes,OR,65
292,1992,Other causes,SD,29
293,1992,Other causes,VA,1
294,1992,Other causes,WA,55
295,1992,Other causes,WV,8
296,1992,Power generation/transmission/distribution,AK,22
297,1992,Power generation/transmission/distribution,AZ,1
298,1992,Power generation/transmission/distribution,CA,32
299,1992,Power generation/transmission/distribution,CO,1
300,1992,Power generation/transmission/distribution,FL,4
301,1992,Power generation/transmission/distribution,ID,8
302,1992,Power generation/transmission/distribution,IN,4
303,1992,Power generation/transmission/distribution,MT,5
304,1992,Power generation/transmission/distribution,NC,2
305,1992,Power generation/transmission/distribution,NM,2
306,1992,Power generation/transmission/distribution,NV,2
307,1992,Power generation/transmission/distribution,NY,1
308,1992,Power generation/transmission/distribution,OK,1
309,1992,Power generation/transmission/distribution,OR,66
310,1992,Power generation/transmission/distribution,SC,1
311,1992,Power generation/transmission/distribution,SD,2
312,1992,Power generation/transmission/distribution,TN,1
313,1992,Power generation/transmission/distribution,TX,2
314,1992,Power generation/transmission/distribution,WA,7
315,1992,Power generation/transmission/distribution,WI,1
316,1992,Power generation/transmission/distribution,WV,25
317,1992,Power generation/transmission/distribution,WY,2
318,1992,Railroad operations and maintenance,AL,1
319,1992,Railroad operations and maintenance,AZ,16
320,1992,Railroad operations and maintenance,CA,36
321,1992,Railroad operations and maintenance,CO,8
322,1992,Railroad operations and maintenance,CT,4
323,1992,Railroad operations and maintenance,FL,1451
324,1992,Railroad operations and maintenance,GA,128
325,1992,Railroad operations and maintenance,ID,22
326,1992,Railroad operations and maintenance,IL,1
327,1992,Railroad operations and maintenance,IN,26
328,1992,Railroad operations and maintenance,ME,18
329,1992,Railroad operations and maintenance,MI,16
330,1992,Railroad operations and maintenance,MN,45
331,1992,Railroad operations and maintenance,MO,21
332,1992,Railroad operations and maintenance,MS,9
333,1992,Railroad operations and maintenance,MT,34
334,1992,Railroad operations and maintenance,NC,56
335,1992,Railroad operations and maintenance,NH,1
336,1992,Railroad operations and maintenance,NJ,11
337,1992,Railroad operations and maintenance,NM,5
338,1992,Railroad operations and maintenance,NV,6
339,1992,Railroad operations and maintenance,NY,5
340,1992,Railroad operations and maintenance,OR,19
341,1992,Railroad operations and maintenance,PA,5
342,1992,Railroad operations and maintenance,SD,3
343,1992,Railroad operations and maintenance,TX,9
344,1992,Railroad operations and maintenance,UT,5
345,1992,Railroad operations and maintenance,WA,14
346,1992,Railroad operations and maintenance,WI,12
347,1992,Railroad operations and maintenance,WV,9
348,1992,Railroad operations and maintenance,WY,4
349,1992,Recreation and ceremony,AK,69
350,1992,Recreation and ceremony,AL,2
351,1992,Recreation and ceremony,AR,6
352,1992,Recreation and ceremony,AZ,298
353,1992,Recreation and ceremony,CA,433
354,1992,Recreation and ceremony,CO,156
355,1992,Recreation and ceremony,CT,35
356,1992,Recreation and ceremony,DC,1
357,1992,Recreation and ceremony,FL,52
358,1992,Recreation and ceremony,GA,96
359,1992,Recreation and ceremony,HI,23
360,1992,Recreation and ceremony,ID,128
361,1992,Recreation and ceremony,IL,1
362,1992,Recreation and ceremony,IN,2
363,1992,Recreation and ceremony,KY,4
364,1992,Recreation and ceremony,LA,3
365,1992,Recreation and ceremony,MA,2
366,1992,Recreation and ceremony,ME,22
367,1992,Recreation and ceremony,MI,56
368,1992,Recreation and ceremony,MN,57
369,1992,Recreation and ceremony,MO,10
370,1992,Recreation and ceremony,MS,13
371,1992,Recreation and ceremony,MT,136
372,1992,Recreation and ceremony,NC,8
373,1992,Recreation and ceremony,ND,7
374,1992,Recreation and ceremony,NE,1
375,1992,Recreation and ceremony,NH,2
376,1992,Recreation and ceremony,NJ,36
377,1992,Recreation and ceremony,NM,67
378,1992,Recreation and ceremony,NV,28
379,1992,Recreation and ceremony,NY,26
380,1992,Recreation and ceremony,OR,331
381,1992,Recreation and ceremony,PA,2
382,1992,Recreation and ceremony,SD,26
383,1992,Recreation and ceremony,TX,24
384,1992,Recreation and ceremony,UT,38
385,1992,Recreation and ceremony,VA,2
386,1992,Recreation and ceremony,WA,384
387,1992,Recreation and ceremony,WI,46
388,1992,Recreation and ceremony,WV,13
389,1992,Recreation and ceremony,WY,128
390,1992,Smoking,AK,19
391,1992,Smoking,AL,1
392,1992,Smoking,AR,4
393,1992,Smoking,AZ,136
394,1992,Smoking,CA,472
395,1992,Smoking,CO,44
396,1992,Smoking,CT,10
397,1992,Smoking,FL,84
398,1992,Smoking,GA,281
399,1992,Smoking,ID,51
400,1992,Smoking,IL,5
401,1992,Smoking,KS,2
402,1992,Smoking,LA,1
403,1992,Smoking,ME,33
404,1992,Smoking,MI,28
405,1992,Smoking,MN,40
406,1992,Smoking,MO,35
407,1992,Smoking,MS,94
408,1992,Smoking,MT,75
409,1992,Smoking,NC,614
410,1992,Smoking,ND,3
411,1992,Smoking,NE,3
412,1992,Smoking,NH,13
413,1992,Smoking,NJ,83
414,1992,Smoking,NM,39
415,1992,Smoking,NV,19
416,1992,Smoking,NY,17
417,1992,Smoking,OH,1
418,1992,Smoking,OK,2
419,1992,Smoking,OR,160
420,1992,Smoking,PA,1
421,1992,Smoking,SC,3
422,1992,Smoking,SD,13
423,1992,Smoking,TN,4
424,1992,Smoking,TX,22
425,1992,Smoking,UT,22
426,1992,Smoking,VA,2
427,1992,Smoking,WA,73
428,1992,Smoking,WI,90
429,1992,Smoking,WV,33
430,1992,Smoking,WY,12
431,1993,Arson/incendiarism,AK,29
432,1993,Arson/incendiarism,AL,98
433,1993,Arson/incendiarism,AR,114
434,1993,Arson/incendiarism,AZ,427
435,1993,Arson/incendiarism,CA,1076
436,1993,Arson/incendiarism,CO,87
437,1993,Arson/incendiarism,CT,32
438,1993,Arson/incendiarism,DC,6
439,1993,Arson/incendiarism,FL,137
440,1993,Arson/incendiarism,GA,2517
441,1993,Arson/incendiarism,ID,14
442,1993,Arson/incendiarism,IN,11
443,1993,Arson/incendiarism,KS,7
444,1993,Arson/incendiarism,KY,67
445,1993,Arson/incendiarism,LA,75
446,1993,Arson/incendiarism,MD,8
447,1993,Arson/incendiarism,ME,126
448,1993,Arson/incendiarism,MI,35
449,1993,Arson/incendiarism,MN,346
450,1993,Arson/incendiarism,MO,321
451,1993,Arson/incendiarism,MS,2590
452,1993,Arson/incendiarism,MT,26
453,1993,Arson/incendiarism,NC,1084
454,1993,Arson/incendiarism,ND,110
455,1993,Arson/incendiarism,NH,10
456,1993,Arson/incendiarism,NJ,345
457,1993,Arson/incendiarism,NM,47
458,1993,Arson/incendiarism,NV,23
459,1993,Arson/incendiarism,NY,41
460,1993,Arson/incendiarism,OH,13
461,1993,Arson/incendiarism,OK,125
462,1993,Arson/incendiarism,OR,59
463,1993,Arson/incendiarism,PA,3
464,1993,Arson/incendiarism,PR,1
465,1993,Arson/incendiarism,SC,88
466,1993,Arson/incendiarism,SD,43
467,1993,Arson/incendiarism,TN,26
468,1993,Arson/incendiarism,TX,410
469,1993,Arson/incendiarism,UT,17
470,1993,Arson/incendiarism,VA,12
471,1993,Arson/incendiarism,WA,36
472,1993,Arson/incendiarism,WI,61
473,1993,Arson/incendiarism,WV,330
474,1993,Arson/incendiarism,WY,3
475,1993,Debris and open burning,AK,98
476,1993,Debris and open burning,AL,4
477,1993,Debris and open burning,AR,11
478,1993,Debris and open burning,AZ,911
479,1993,Debris and open burning,CA,671
480,1993,Debris and open burning,CO,42
481,1993,Debris and open burning,CT,13
482,1993,Debris and open burning,FL,244
483,1993,Debris and open burning,GA,3806
484,1993,Debris and open burning,ID,78
485,1993,Debris and open burning,IN,7
486,1993,Debris and open burning,KS,2
487,1993,Debris and open burning,KY,2
488,1993,Debris and open burning,LA,20
489,1993,Debris and open burning,ME,190
490,1993,Debris and open burning,MI,89
491,1993,Debris and open burning,MN,683
492,1993,Debris and open burning,MO,449
493,1993,Debris and open burning,MS,1043
494,1993,Debris and open burning,MT,121
495,1993,Debris and open burning,NC,1690
496,1993,Debris and open burning,ND,99
497,1993,Debris and open burning,NE,3
498,1993,Debris and open burning,NH,22
499,1993,Debris and open burning,NJ,36
500,1993,Debris and open burning,NM,196
501,1993,Debris and open burning,NV,25
502,1993,Debris and open burning,NY,57
503,1993,Debris and open burning,OH,2
504,1993,Debris and open burning,OK,41
505,1993,Debris and open burning,OR,258
506,1993,Debris and open burning,SC,16
507,1993,Debris and open burning,SD,102
508,1993,Debris and open burning,TN,7
509,1993,Debris and open burning,TX,641
510,1993,Debris and open burning,UT,19
511,1993,Debris and open burning,VA,3
512,1993,Debris and open burning,WA,232
513,1993,Debris and open burning,WI,278
514,1993,Debris and open burning,WV,282
515,1993,Debris and open burning,WY,15
516,1993,Equipment and vehicle use,AK,23
517,1993,Equipment and vehicle use,AL,3
518,1993,Equipment and vehicle use,AR,1
519,1993,Equipment and vehicle use,AZ,152
520,1993,Equipment and vehicle use,CA,2176
521,1993,Equipment and vehicle use,CO,35
522,1993,Equipment and vehicle use,CT,5
523,1993,Equipment and vehicle use,FL,962
524,1993,Equipment and vehicle use,GA,781
525,1993,Equipment and vehicle use,ID,28
526,1993,Equipment and vehicle use,IL,2
527,1993,Equipment and vehicle use,IN,5
528,1993,Equipment and vehicle use,KY,1
529,1993,Equipment and vehicle use,ME,66
530,1993,Equipment and vehicle use,MI,30
531,1993,Equipment and vehicle use,MN,84
532,1993,Equipment and vehicle use,MO,24
533,1993,Equipment and vehicle use,MS,56
534,1993,Equipment and vehicle use,MT,17
535,1993,Equipment and vehicle use,NC,353
536,1993,Equipment and vehicle use,ND,15
537,1993,Equipment and vehicle use,NE,2
538,1993,Equipment and vehicle use,NH,2
539,1993,Equipment and vehicle use,NJ,37
540,1993,Equipment and vehicle use,NM,18
541,1993,Equipment and vehicle use,NV,20
542,1993,Equipment and vehicle use,NY,11
543,1993,Equipment and vehicle use,OK,7
544,1993,Equipment and vehicle use,OR,135
545,1993,Equipment and vehicle use,PA,1
546,1993,Equipment and vehicle use,SC,4
547,1993,Equipment and vehicle use,SD,84
548,1993,Equipment and vehicle use,TN,1
549,1993,Equipment and vehicle use,TX,63
550,1993,Equipment and vehicle use,UT,18
551,1993,Equipment and vehicle use,VA,4
552,1993,Equipment and vehicle use,WA,45
553,1993,Equipment and vehicle use,WI,190
554,1993,Equipment and vehicle use,WV,51
555,1993,Equipment and vehicle use,WY,4
556,1993,Firearms and explosives use,AK,1
557,1993,Fireworks,AK,28
558,1993,Fireworks,AL,1
559,1993,Fireworks,AZ,17
560,1993,Fireworks,CA,15
561,1993,Fireworks,CO,3
562,1993,Fireworks,FL,1
563,1993,Fireworks,ID,3
564,1993,Fireworks,IN,3
565,1993,Fireworks,ME,1
566,1993,Fireworks,MI,1
567,1993,Fireworks,MO,1
568,1993,Fireworks,MS,1
569,1993,Fireworks,MT,26
570,1993,Fireworks,NC,1
571,1993,Fireworks,ND,16
572,1993,Fireworks,NM,12
573,1993,Fireworks,NV,18
574,1993,Fireworks,NY,3
575,1993,Fireworks,OR,30
576,1993,Fireworks,SD,8
577,1993,Fireworks,TX,9
578,1993,Fireworks,UT,5
579,1993,Fireworks,WA,32
580,1993,Fireworks,WV,39
581,1993,Fireworks,WY,4
582,1993,Missing data/not specified/undetermined,AK,77
583,1993,Missing data/not specified/undetermined,AL,15
584,1993,Missing data/not specified/undetermined,AR,12
585,1993,Missing data/not specified/undetermined,AZ,993
586,1993,Missing data/not specified/undetermined,CA,2311
587,1993,Missing data/not specified/undetermined,CO,191
588,1993,Missing data/not specified/undetermined,CT,16
589,1993,Missing data/not specified/undetermined,DC,1
590,1993,Missing data/not specified/undetermined,DE,1
591,1993,Missing data/not specified/undetermined,FL,393
592,1993,Missing data/not specified/undetermined,GA,328
593,1993,Missing data/not specified/undetermined,HI,5
594,1993,Missing data/not specified/undetermined,IA,6
595,1993,Missing data/not specified/undetermined,ID,58
596,1993,Missing data/not specified/undetermined,IN,11
597,1993,Missing data/not specified/undetermined,KS,4
598,1993,Missing data/not specified/undetermined,KY,3
599,1993,Missing data/not specified/undetermined,LA,13
600,1993,Missing data/not specified/undetermined,MA,2
601,1993,Missing data/not specified/undetermined,MD,1
602,1993,Missing data/not specified/undetermined,ME,48
603,1993,Missing data/not specified/undetermined,MI,40
604,1993,Missing data/not specified/undetermined,MN,83
605,1993,Missing data/not specified/undetermined,MO,52
606,1993,Missing data/not specified/undetermined,MS,159
607,1993,Missing data/not specified/undetermined,MT,217
608,1993,Missing data/not specified/undetermined,NC,575
609,1993,Missing data/not specified/undetermined,ND,112
610,1993,Missing data/not specified/undetermined,NH,30
611,1993,Missing data/not specified/undetermined,NJ,163
612,1993,Missing data/not specified/undetermined,NM,637
613,1993,Missing data/not specified/undetermined,NV,51
614,1993,Missing data/not specified/undetermined,NY,96
615,1993,Missing data/not specified/undetermined,OK,2110
616,1993,Missing data/not specified/undetermined,OR,119
617,1993,Missing data/not specified/undetermined,PA,3
618,1993,Missing data/not specified/undetermined,SC,5155
619,1993,Missing data/not specified/undetermined,SD,28
620,1993,Missing data/not specified/undetermined,TN,8
621,1993,Missing data/not specified/undetermined,TX,188
622,1993,Missing data/not specified/undetermined,UT,236
623,1993,Missing data/not specified/undetermined,VA,11
624,1993,Missing data/not specified/undetermined,WA,43
625,1993,Missing data/not specified/undetermined,WI,216
626,1993,Missing data/not specified/undetermined,WV,9
627,1993,Missing data/not specified/undetermined,WY,101
628,1993,Misuse of fire by a minor,AK,57
629,1993,Misuse of fire by a minor,AZ,202
630,1993,Misuse of fire by a minor,CA,431
631,1993,Misuse of fire by a minor,CO,28
632,1993,Misuse of fire by a minor,CT,9
633,1993,Misuse of fire by a minor,FL,204
634,1993,Misuse of fire by a minor,GA,237
635,1993,Misuse of fire by a minor,ID,8
636,1993,Misuse of fire by a minor,KY,1
637,1993,Misuse of fire by a minor,ME,56
638,1993,Misuse of fire by a minor,MI,10
639,1993,Misuse of fire by a minor,MN,73
640,1993,Misuse of fire by a minor,MO,7
641,1993,Misuse of fire by a minor,MS,28
642,1993,Misuse of fire by a minor,MT,30
643,1993,Misuse of fire by a minor,NC,428
644,1993,Misuse of fire by a minor,ND,17
645,1993,Misuse of fire by a minor,NH,25
646,1993,Misuse of fire by a minor,NJ,117
647,1993,Misuse of fire by a minor,NM,22
648,1993,Misuse of fire by a minor,NV,10
649,1993,Misuse of fire by a minor,NY,21
650,1993,Misuse of fire by a minor,OR,52
651,1993,Misuse of fire by a minor,PA,4
652,1993,Misuse of fire by a minor,SC,1
653,1993,Misuse of fire by a minor,SD,71
654,1993,Misuse of fire by a minor,TX,22
655,1993,Misuse of fire by a minor,UT,13
656,1993,Misuse of fire by a minor,VA,1
657,1993,Misuse of fire by a minor,WA,16
658,1993,Misuse of fire by a minor,WI,54
659,1993,Misuse of fire by a minor,WV,31
660,1993,Misuse of fire by a minor,WY,2
661,1993,Natural,AK,276
662,1993,Natural,AL,9
663,1993,Natural,AR,6
664,1993,Natural,AZ,1025
665,1993,Natural,CA,704
666,1993,Natural,CO,564
667,1993,Natural,CT,3
668,1993,Natural,FL,1220
669,1993,Natural,GA,759
670,1993,Natural,ID,416
671,1993,Natural,KY,2
672,1993,Natural,LA,12
673,1993,Natural,ME,83
674,1993,Natural,MI,3
675,1993,Natural,MN,9
676,1993,Natural,MO,9
677,1993,Natural,MS,14
678,1993,Natural,MT,157
679,1993,Natural,NC,219
680,1993,Natural,ND,6
681,1993,Natural,NE,7
682,1993,Natural,NH,2
683,1993,Natural,NJ,8
684,1993,Natural,NM,688
685,1993,Natural,NV,238
686,1993,Natural,NY,17
687,1993,Natural,OK,9
688,1993,Natural,OR,622
689,1993,Natural,PA,1
690,1993,Natural,SC,15
691,1993,Natural,SD,50
692,1993,Natural,TN,14
693,1993,Natural,TX,52
694,1993,Natural,UT,335
695,1993,Natural,VA,12
696,1993,Natural,VT,1
697,1993,Natural,WA,196
698,1993,Natural,WI,5
699,1993,Natural,WV,3
700,1993,Natural,WY,77
701,1993,Other causes,AK,30
702,1993,Other causes,AZ,5
703,1993,Other causes,CA,4
704,1993,Other causes,FL,1
705,1993,Other causes,MT,2
706,1993,Other causes,ND,4
707,1993,Other causes,NM,2
708,1993,Other causes,NV,1
709,1993,Other causes,OR,24
710,1993,Other causes,SD,13
711,1993,Other causes,WA,27
712,1993,Other causes,WV,9
713,1993,Power generation/transmission/distribution,AK,29
714,1993,Power generation/transmission/distribution,AZ,4
715,1993,Power generation/transmission/distribution,CA,27
