,FIRE_YEAR,STATE,NWCG_REPORTING_AGENCY,Count
1854,2001,NE,ST/C&L,40
1855,2001,NH,FS,17
1856,2001,NH,ST/C&L,107
1857,2001,NJ,FWS,1
1858,2001,NJ,NPS,6
1859,2001,NJ,ST/C&L,1564
1860,2001,NM,BIA,433
1861,2001,NM,BLM,166
1862,2001,NM,FS,594
1863,2001,NM,FWS,8
1864,2001,NM,NPS,21
1865,2001,NM,ST/C&L,478
1866,2001,NV,BIA,12
1867,2001,NV,BLM,848
1868,2001,NV,FS,201
1869,2001,NV,FWS,13
1870,2001,NV,NPS,29
1871,2001,NV,ST/C&L,3
1872,2001,NV,TRIBE,11
1873,2001,NY,FWS,5
1874,2001,NY,NPS,40
1875,2001,NY,ST/C&L,3217
1876,2001,OH,FS,83
1877,2001,OH,NPS,3
1878,2001,OH,ST/C&L,1
1879,2001,OK,BIA,132
1880,2001,OK,FS,26
1881,2001,OK,FWS,9
1882,2001,OK,NPS,1
1883,2001,OK,ST/C&L,1061
1884,2001,OK,TRIBE,56
1885,2001,OR,BIA,115
1886,2001,OR,BLM,533
1887,2001,OR,FS,1550
1888,2001,OR,FWS,43
1889,2001,OR,NPS,38
1890,2001,OR,ST/C&L,1089
1891,2001,OR,TRIBE,1
1892,2001,PA,FS,17
1893,2001,PA,FWS,3
1894,2001,PA,NPS,13
1895,2001,PA,ST/C&L,4
1896,2001,SC,FS,127
1897,2001,SC,FWS,9
1898,2001,SC,ST/C&L,6089
1899,2001,SD,BIA,781
1900,2001,SD,BLM,5
1901,2001,SD,FS,130
1902,2001,SD,FWS,7
1903,2001,SD,NPS,8
1904,2001,SD,ST/C&L,407
1905,2001,TN,FS,76
1906,2001,TN,FWS,1
1907,2001,TN,NPS,13
1908,2001,TN,ST/C&L,2431
1909,2001,TX,FS,29
1910,2001,TX,FWS,72
1911,2001,TX,NPS,62
1912,2001,TX,ST/C&L,608
1913,2001,UT,BIA,68
1914,2001,UT,BLM,628
1915,2001,UT,FS,552
1916,2001,UT,NPS,57
1917,2001,UT,ST/C&L,468
1918,2001,VA,FS,64
1919,2001,VA,FWS,6
1920,2001,VA,NPS,33
1921,2001,VA,ST/C&L,1998
1922,2001,WA,BIA,182
1923,2001,WA,BLM,11
1924,2001,WA,FS,276
1925,2001,WA,FWS,34
1926,2001,WA,NPS,42
1927,2001,WA,ST/C&L,613
1928,2001,WI,BIA,98
1929,2001,WI,FS,15
1930,2001,WI,FWS,2
1931,2001,WI,NPS,1
1932,2001,WI,ST/C&L,877
1933,2001,WV,FS,16
1934,2001,WV,NPS,14
1935,2001,WV,ST/C&L,1760
1936,2001,WY,BIA,46
1937,2001,WY,BLM,211
1938,2001,WY,FS,263
1939,2001,WY,FWS,1
1940,2001,WY,NPS,56
1941,2001,WY,ST/C&L,95
1942,2002,AK,BIA,1
1943,2002,AK,BLM,154
1944,2002,AK,FS,30
1945,2002,AK,FWS,1
1946,2002,AK,NPS,14
1947,2002,AK,ST/C&L,337
1948,2002,AL,FS,68
1949,2002,AL,NPS,3
1950,2002,AL,ST/C&L,2855
1951,2002,AR,FS,94
1952,2002,AR,FWS,6
1953,2002,AR,NPS,11
1954,2002,AR,ST/C&L,1363
1955,2002,AZ,BIA,1048
1956,2002,AZ,BLM,149
1957,2002,AZ,FS,1126
1958,2002,AZ,FWS,21
1959,2002,AZ,NPS,60
1960,2002,AZ,ST/C&L,513
1961,2002,CA,BIA,404
1962,2002,CA,BLM,1237
1963,2002,CA,FS,1590
1964,2002,CA,FWS,428
1965,2002,CA,NPS,116
1966,2002,CA,ST/C&L,3343
1967,2002,CO,BIA,143
1968,2002,CO,BLM,464
1969,2002,CO,DOD,3
1970,2002,CO,FS,527
1971,2002,CO,FWS,5
1972,2002,CO,IA,9
1973,2002,CO,NPS,71
1974,2002,CT,FWS,1
1975,2002,CT,ST/C&L,106
1976,2002,DC,NPS,1
1977,2002,DE,FWS,1
1978,2002,DE,ST/C&L,38
1979,2002,FL,BIA,14
1980,2002,FL,DOD,1
1981,2002,FL,FS,120
1982,2002,FL,FWS,20
1983,2002,FL,NPS,87
1984,2002,FL,ST/C&L,2888
1985,2002,FL,TRIBE,1
1986,2002,GA,FS,86
1987,2002,GA,FWS,12
1988,2002,GA,ST/C&L,7703
1989,2002,HI,FWS,1
1990,2002,HI,NPS,11
1991,2002,HI,ST/C&L,564
1992,2002,IA,BIA,15
1993,2002,IA,FWS,8
1994,2002,IA,ST/C&L,28
1995,2002,ID,BIA,13
1996,2002,ID,BLM,285
1997,2002,ID,FS,954
1998,2002,ID,FWS,4
1999,2002,ID,NPS,2
2000,2002,ID,ST/C&L,226
2001,2002,ID,TRIBE,27
2002,2002,IL,FS,30
2003,2002,IL,ST/C&L,13
2004,2002,IN,FS,46
2005,2002,IN,NPS,26
2006,2002,IN,ST/C&L,51
2007,2002,KS,BIA,6
2008,2002,KS,FS,1
2009,2002,KS,FWS,33
2010,2002,KS,ST/C&L,86
2011,2002,KS,TRIBE,2
2012,2002,KY,FS,61
2013,2002,KY,NPS,7
2014,2002,KY,ST/C&L,981
2015,2002,LA,FS,46
2016,2002,LA,FWS,35
2017,2002,LA,ST/C&L,1400
2018,2002,MA,NPS,1
2019,2002,MA,ST/C&L,114
2020,2002,MD,FWS,12
2021,2002,MD,ST/C&L,2
2022,2002,ME,FS,1
2023,2002,ME,FWS,4
2024,2002,ME,NPS,6
2025,2002,ME,ST/C&L,653
2026,2002,MI,FS,65
2027,2002,MI,FWS,2
2028,2002,MI,NPS,2
2029,2002,MI,ST/C&L,239
2030,2002,MN,BIA,795
2031,2002,MN,FS,128
2032,2002,MN,FWS,48
2033,2002,MN,NPS,4
2034,2002,MN,ST/C&L,1064
2035,2002,MO,FS,115
2036,2002,MO,FWS,3
2037,2002,MO,NPS,4
2038,2002,MO,ST/C&L,548
2039,2002,MS,BIA,3
2040,2002,MS,FS,72
2041,2002,MS,FWS,10
2042,2002,MS,NPS,15
2043,2002,MS,ST/C&L,2732
2044,2002,MT,BIA,452
2045,2002,MT,BLM,109
2046,2002,MT,FS,700
2047,2002,MT,FWS,21
2048,2002,MT,NPS,27
2049,2002,MT,ST/C&L,288
2050,2002,NC,BIA,26
2051,2002,NC,DOD,1
2052,2002,NC,FS,103
2053,2002,NC,FWS,20
2054,2002,NC,NPS,4
2055,2002,NC,ST/C&L,5436
2056,2002,ND,BIA,843
2057,2002,ND,BLM,1
2058,2002,ND,FS,20
2059,2002,ND,FWS,36
2060,2002,ND,NPS,5
2061,2002,ND,ST/C&L,1
2062,2002,NE,BIA,89
2063,2002,NE,FS,27
2064,2002,NE,FWS,37
2065,2002,NE,NPS,8
2066,2002,NE,ST/C&L,22
2067,2002,NH,FS,15
2068,2002,NH,ST/C&L,101
2069,2002,NJ,NPS,1
2070,2002,NJ,ST/C&L,1418
2071,2002,NM,BIA,542
2072,2002,NM,BLM,278
2073,2002,NM,FS,692
2074,2002,NM,FWS,22
2075,2002,NM,NPS,22
2076,2002,NM,ST/C&L,516
2077,2002,NV,BIA,2
2078,2002,NV,BLM,510
2079,2002,NV,FS,101
2080,2002,NV,FWS,10
2081,2002,NV,NPS,15
2082,2002,NV,TRIBE,10
2083,2002,NY,FS,1
2084,2002,NY,FWS,3
2085,2002,NY,NPS,36
2086,2002,NY,ST/C&L,3472
2087,2002,OH,FS,32
2088,2002,OH,ST/C&L,110
2089,2002,OK,BIA,142
2090,2002,OK,FS,29
2091,2002,OK,FWS,22
2092,2002,OK,NPS,1
2093,2002,OK,ST/C&L,1327
2094,2002,OK,TRIBE,43
2095,2002,OR,BIA,109
2096,2002,OR,BLM,395
2097,2002,OR,FS,1207
2098,2002,OR,FWS,23
2099,2002,OR,NPS,22
2100,2002,OR,ST/C&L,1002
2101,2002,PA,FS,4
2102,2002,PA,NPS,11
2103,2002,PA,ST/C&L,613
2104,2002,PR,FWS,1
2105,2002,SC,FS,122
2106,2002,SC,FWS,9
2107,2002,SC,ST/C&L,4552
2108,2002,SD,BIA,1211
2109,2002,SD,BLM,12
2110,2002,SD,FS,158
2111,2002,SD,FWS,10
2112,2002,SD,NPS,18
2113,2002,SD,ST/C&L,553
2114,2002,TN,FS,83
2115,2002,TN,NPS,13
2116,2002,TN,ST/C&L,1389
2117,2002,TX,FS,41
2118,2002,TX,FWS,199
2119,2002,TX,NPS,55
2120,2002,TX,ST/C&L,933
2121,2002,UT,BIA,53
2122,2002,UT,BLM,404
2123,2002,UT,FS,357
2124,2002,UT,NPS,28
2125,2002,UT,ST/C&L,301
2126,2002,VA,FS,58
2127,2002,VA,FWS,3
2128,2002,VA,NPS,37
2129,2002,VA,ST/C&L,1474
2130,2002,VT,FS,3
2131,2002,VT,ST/C&L,3
2132,2002,WA,BIA,225
2133,2002,WA,BLM,22
2134,2002,WA,FS,376
2135,2002,WA,FWS,37
2136,2002,WA,NPS,52
2137,2002,WA,ST/C&L,703
2138,2002,WA,TRIBE,3
2139,2002,WI,BIA,19
2140,2002,WI,FS,19
2141,2002,WI,FWS,6
2142,2002,WI,ST/C&L,905
2143,2002,WV,FS,9
2144,2002,WV,NPS,2
2145,2002,WV,ST/C&L,989
2146,2002,WY,BIA,26
2147,2002,WY,BLM,184
2148,2002,WY,FS,230
2149,2002,WY,FWS,2
2150,2002,WY,IA,1
2151,2002,WY,NPS,64
2152,2002,WY,ST/C&L,162
2153,2003,AK,BLM,103
2154,2003,AK,FS,45
2155,2003,AK,FWS,9
2156,2003,AK,NPS,5
2157,2003,AK,ST/C&L,316
2158,2003,AL,FS,29
2159,2003,AL,NPS,1
2160,2003,AL,ST/C&L,1789
2161,2003,AR,FS,95
2162,2003,AR,FWS,2
2163,2003,AR,NPS,15
2164,2003,AR,ST/C&L,1552
2165,2003,AZ,BIA,808
2166,2003,AZ,BLM,219
2167,2003,AZ,FS,1441
2168,2003,AZ,FWS,12
2169,2003,AZ,NPS,68
2170,2003,AZ,ST/C&L,367
2171,2003,CA,BIA,226
2172,2003,CA,BLM,1387
2173,2003,CA,FS,2188
2174,2003,CA,FWS,355
2175,2003,CA,NPS,190
2176,2003,CA,ST/C&L,3548
2177,2003,CO,BIA,141
2178,2003,CO,BLM,801
2179,2003,CO,FS,567
2180,2003,CO,FWS,4
2181,2003,CO,NPS,104
2182,2003,CO,ST/C&L,804
2183,2003,CT,ST/C&L,95
2184,2003,DE,ST/C&L,21
2185,2003,FL,BIA,24
2186,2003,FL,DOD,1
2187,2003,FL,FS,59
2188,2003,FL,FWS,21
2189,2003,FL,NPS,87
2190,2003,FL,ST/C&L,1954
2191,2003,FL,TRIBE,2
2192,2003,GA,FS,32
2193,2003,GA,FWS,1
2194,2003,GA,ST/C&L,4534
2195,2003,HI,NPS,8
2196,2003,HI,ST/C&L,933
2197,2003,IA,BIA,18
2198,2003,IA,FWS,19
2199,2003,IA,ST/C&L,13
2200,2003,ID,BIA,26
2201,2003,ID,BLM,385
2202,2003,ID,FS,960
2203,2003,ID,FWS,6
2204,2003,ID,ST/C&L,253
2205,2003,ID,TRIBE,26
2206,2003,IL,FS,10
2207,2003,IL,FWS,3
2208,2003,IL,ST/C&L,35
2209,2003,IN,FS,41
2210,2003,IN,FWS,1
2211,2003,IN,NPS,20
2212,2003,IN,ST/C&L,93
2213,2003,KS,BIA,3
2214,2003,KS,FS,3
2215,2003,KS,FWS,29
2216,2003,KS,ST/C&L,78
2217,2003,KY,FS,30
2218,2003,KY,NPS,4
2219,2003,KY,ST/C&L,922
2220,2003,LA,FS,42
2221,2003,LA,FWS,52
2222,2003,MA,FWS,4
2223,2003,MA,ST/C&L,71
2224,2003,MD,FWS,4
2225,2003,MD,ST/C&L,1
2226,2003,ME,NPS,3
2227,2003,ME,ST/C&L,621
2228,2003,MI,BIA,7
2229,2003,MI,FS,137
2230,2003,MI,FWS,1
2231,2003,MI,NPS,2
2232,2003,MI,ST/C&L,603
2233,2003,MN,BIA,839
2234,2003,MN,FS,164
2235,2003,MN,FWS,96
2236,2003,MN,NPS,10
2237,2003,MN,ST/C&L,2188
2238,2003,MO,FS,151
2239,2003,MO,FWS,3
2240,2003,MO,NPS,1
2241,2003,MO,ST/C&L,185
2242,2003,MS,BIA,2
2243,2003,MS,FS,69
2244,2003,MS,FWS,9
2245,2003,MS,NPS,8
2246,2003,MS,ST/C&L,1825
2247,2003,MT,BIA,715
2248,2003,MT,BLM,166
2249,2003,MT,FS,1076
2250,2003,MT,FWS,22
2251,2003,MT,NPS,27
2252,2003,MT,ST/C&L,466
2253,2003,NC,BIA,20
2254,2003,NC,FS,46
2255,2003,NC,FWS,9
2256,2003,NC,NPS,5
2257,2003,NC,ST/C&L,1961
2258,2003,ND,BIA,752
2259,2003,ND,FS,35
2260,2003,ND,FWS,39
2261,2003,ND,NPS,5
2262,2003,ND,ST/C&L,5
2263,2003,NE,BIA,57
2264,2003,NE,FS,21
2265,2003,NE,FWS,11
2266,2003,NE,NPS,5
2267,2003,NE,ST/C&L,67
2268,2003,NH,FS,2
2269,2003,NH,ST/C&L,54
2270,2003,NJ,FWS,1
2271,2003,NJ,NPS,1
2272,2003,NJ,ST/C&L,716
2273,2003,NM,BIA,349
2274,2003,NM,BLM,192
2275,2003,NM,FS,875
2276,2003,NM,FWS,12
2277,2003,NM,NPS,24
2278,2003,NM,ST/C&L,518
2279,2003,NV,BIA,1
2280,2003,NV,BLM,508
2281,2003,NV,FS,125
2282,2003,NV,FWS,3
2283,2003,NV,NPS,10
2284,2003,NV,TRIBE,17
2285,2003,NY,FWS,1
2286,2003,NY,NPS,1
2287,2003,NY,ST/C&L,4931
2288,2003,OH,FS,6
2289,2003,OH,ST/C&L,57
2290,2003,OK,BIA,196
2291,2003,OK,FS,48
2292,2003,OK,FWS,22
2293,2003,OK,NPS,9
2294,2003,OK,ST/C&L,1307
2295,2003,OK,TRIBE,57
2296,2003,OR,BIA,147
2297,2003,OR,BLM,324
2298,2003,OR,FS,1094
2299,2003,OR,FWS,19
2300,2003,OR,NPS,12
2301,2003,OR,ST/C&L,1019
2302,2003,PA,FS,8
2303,2003,PA,NPS,1
2304,2003,PA,ST/C&L,398
2305,2003,PR,FWS,3
2306,2003,PR,IA,3619
2307,2003,SC,FS,44
2308,2003,SC,FWS,3
2309,2003,SC,ST/C&L,1268
2310,2003,SD,BIA,975
2311,2003,SD,BLM,14
2312,2003,SD,FS,111
2313,2003,SD,FWS,12
2314,2003,SD,NPS,10
2315,2003,SD,ST/C&L,608
2316,2003,TN,FS,18
2317,2003,TN,NPS,9
2318,2003,TN,ST/C&L,4
2319,2003,TX,FS,26
2320,2003,TX,FWS,152
2321,2003,TX,NPS,56
2322,2003,TX,ST/C&L,912
2323,2003,UT,BIA,36
2324,2003,UT,BLM,561
2325,2003,UT,FS,473
2326,2003,UT,FWS,1
2327,2003,UT,NPS,59
2328,2003,UT,ST/C&L,292
2329,2003,VA,FS,17
2330,2003,VA,NPS,4
2331,2003,VA,ST/C&L,323
2332,2003,VT,FS,1
2333,2003,VT,ST/C&L,8
2334,2003,WA,BIA,192
2335,2003,WA,BLM,8
2336,2003,WA,FS,333
2337,2003,WA,FWS,66
2338,2003,WA,NPS,59
2339,2003,WA,ST/C&L,770
2340,2003,WA,TRIBE,5
2341,2003,WI,BIA,146
2342,2003,WI,FS,49
2343,2003,WI,FWS,15
2344,2003,WI,NPS,2
2345,2003,WI,ST/C&L,2040
2346,2003,WV,FS,7
2347,2003,WV,NPS,5
2348,2003,WV,ST/C&L,629
2349,2003,WY,BIA,16
2350,2003,WY,BLM,186
2351,2003,WY,FS,245
2352,2003,WY,FWS,2
2353,2003,WY,IA,6
2354,2003,WY,NPS,105
2355,2003,WY,ST/C&L,156
2356,2004,AK,BLM,272
2357,2004,AK,FS,79
2358,2004,AK,FWS,12
2359,2004,AK,NPS,6
2360,2004,AK,ST/C&L,325
2361,2004,AL,FS,29
2362,2004,AL,FWS,3
2363,2004,AL,NPS,12
2364,2004,AL,ST/C&L,3008
2365,2004,AR,FS,78
2366,2004,AR,FWS,6
2367,2004,AR,NPS,21
2368,2004,AR,ST/C&L,1259
2369,2004,AZ,BIA,953
2370,2004,AZ,BLM,232
2371,2004,AZ,FS,1265
2372,2004,AZ,FWS,18
2373,2004,AZ,NPS,53
2374,2004,AZ,ST/C&L,385
2375,2004,CA,BIA,244
2376,2004,CA,BLM,1332
2377,2004,CA,DOD,2
2378,2004,CA,FS,1760
2379,2004,CA,FWS,404
2380,2004,CA,NPS,196
2381,2004,CA,ST/C&L,3469
2382,2004,CO,BIA,155
2383,2004,CO,BLM,505
2384,2004,CO,FS,345
2385,2004,CO,FWS,3
2386,2004,CO,IA,1
2387,2004,CO,NPS,46
2388,2004,CO,ST/C&L,255
2389,2004,CT,ST/C&L,87
2390,2004,DE,FWS,1
2391,2004,DE,ST/C&L,26
2392,2004,FL,BIA,30
2393,2004,FL,FS,100
2394,2004,FL,FWS,36
2395,2004,FL,NPS,126
2396,2004,FL,ST/C&L,3315
2397,2004,FL,TRIBE,3
2398,2004,GA,FS,49
2399,2004,GA,FWS,14
2400,2004,GA,NPS,13
2401,2004,GA,ST/C&L,8051
2402,2004,HI,NPS,2
2403,2004,HI,ST/C&L,685
2404,2004,IA,BIA,32
2405,2004,IA,FWS,6
2406,2004,IA,ST/C&L,12
2407,2004,ID,BIA,6
2408,2004,ID,BLM,205
2409,2004,ID,FS,694
2410,2004,ID,FWS,1
2411,2004,ID,ST/C&L,213
2412,2004,ID,TRIBE,19
2413,2004,IL,FS,30
2414,2004,IL,FWS,6
2415,2004,IL,ST/C&L,52
2416,2004,IN,FS,39
2417,2004,IN,FWS,2
2418,2004,IN,NPS,24
2419,2004,IN,ST/C&L,128
2420,2004,KS,FS,3
2421,2004,KS,FWS,16
2422,2004,KS,ST/C&L,57
2423,2004,KS,TRIBE,2
2424,2004,KY,FS,58
2425,2004,KY,NPS,3
2426,2004,KY,ST/C&L,1177
2427,2004,LA,FS,30
2428,2004,LA,FWS,48
2429,2004,MA,FWS,1
2430,2004,MA,NPS,4
2431,2004,MA,ST/C&L,64
2432,2004,MD,FWS,19
2433,2004,MD,ST/C&L,2
2434,2004,ME,FWS,1
2435,2004,ME,NPS,5
2436,2004,ME,ST/C&L,460
2437,2004,ME,TRIBE,1
2438,2004,MI,BIA,3
2439,2004,MI,FS,85
2440,2004,MI,FWS,2
2441,2004,MI,NPS,10
2442,2004,MI,ST/C&L,367
2443,2004,MN,BIA,427
2444,2004,MN,FS,131
2445,2004,MN,FWS,59
2446,2004,MN,NPS,7
2447,2004,MN,ST/C&L,1365
2448,2004,MO,FS,173
2449,2004,MO,FWS,4
2450,2004,MO,NPS,4
2451,2004,MO,ST/C&L,126
2452,2004,MS,BIA,5
2453,2004,MS,FS,120
2454,2004,MS,FWS,8
2455,2004,MS,NPS,3
2456,2004,MS,ST/C&L,2676
2457,2004,MT,BIA,494
2458,2004,MT,BLM,101
2459,2004,MT,FS,589
2460,2004,MT,FWS,8
2461,2004,MT,NPS,18
2462,2004,MT,ST/C&L,293
2463,2004,NC,BIA,18
2464,2004,NC,DOD,1
2465,2004,NC,FS,100
2466,2004,NC,FWS,18
2467,2004,NC,NPS,6
2468,2004,NC,ST/C&L,4200
2469,2004,ND,BIA,770
2470,2004,ND,FS,17
2471,2004,ND,FWS,24
2472,2004,ND,NPS,1
2473,2004,ND,ST/C&L,8
2474,2004,NE,BIA,79
2475,2004,NE,FS,8
2476,2004,NE,FWS,20
2477,2004,NE,ST/C&L,62
2478,2004,NH,FS,2
2479,2004,NH,NPS,1
2480,2004,NH,ST/C&L,67
2481,2004,NJ,FWS,3
2482,2004,NJ,ST/C&L,861
2483,2004,NM,BIA,273
2484,2004,NM,BLM,122
2485,2004,NM,FS,521
2486,2004,NM,FWS,2
2487,2004,NM,NPS,25
2488,2004,NM,ST/C&L,286
2489,2004,NV,BIA,4
2490,2004,NV,BLM,666
2491,2004,NV,FS,77
2492,2004,NV,FWS,15
2493,2004,NV,NPS,11
2494,2004,NV,TRIBE,3
2495,2004,NY,NPS,6
2496,2004,NY,ST/C&L,4056
2497,2004,OH,FS,9
2498,2004,OH,ST/C&L,63
2499,2004,OK,BIA,185
2500,2004,OK,FS,35
2501,2004,OK,FWS,31
2502,2004,OK,NPS,6
2503,2004,OK,ST/C&L,1431
2504,2004,OR,BIA,105
2505,2004,OR,BLM,345
2506,2004,OR,FS,976
2507,2004,OR,FWS,13
2508,2004,OR,NPS,13
2509,2004,OR,ST/C&L,818
2510,2004,PA,FS,3
2511,2004,PA,NPS,2
2512,2004,PA,ST/C&L,188
2513,2004,PR,FWS,2
2514,2004,PR,IA,1883
2515,2004,SC,FS,75
2516,2004,SC,FWS,19
2517,2004,SC,NPS,2
2518,2004,SC,ST/C&L,2962
2519,2004,SD,BIA,999
2520,2004,SD,BLM,7
2521,2004,SD,FS,124
2522,2004,SD,FWS,8
2523,2004,SD,NPS,10
2524,2004,SD,ST/C&L,229
2525,2004,TN,FS,53
2526,2004,TN,FWS,2
2527,2004,TN,NPS,8
2528,2004,TN,ST/C&L,6
2529,2004,TX,FS,21
2530,2004,TX,FWS,272
2531,2004,TX,NPS,35
2532,2004,TX,ST/C&L,712
2533,2004,UT,BIA,45
2534,2004,UT,BLM,663
2535,2004,UT,FS,377
2536,2004,UT,FWS,2
2537,2004,UT,NPS,56
2538,2004,UT,ST/C&L,376
2539,2004,VA,FS,17
2540,2004,VA,FWS,4
2541,2004,VA,NPS,6
2542,2004,VA,ST/C&L,274
2543,2004,VT,FS,1
2544,2004,VT,ST/C&L,15
2545,2004,WA,BIA,300
2546,2004,WA,BLM,10
2547,2004,WA,FS,453
2548,2004,WA,FWS,43
2549,2004,WA,NPS,62
2550,2004,WA,ST/C&L,722
2551,2004,WA,TRIBE,1
2552,2004,WI,BIA,36
2553,2004,WI,FS,22
2554,2004,WI,FWS,5
2555,2004,WI,ST/C&L,1098
2556,2004,WV,FS,4
2557,2004,WV,NPS,16
2558,2004,WV,ST/C&L,598
2559,2004,WY,BIA,21
2560,2004,WY,BLM,97
2561,2004,WY,FS,107
2562,2004,WY,IA,1
2563,2004,WY,NPS,40
2564,2004,WY,ST/C&L,144
2565,2005,AK,BIA,1
2566,2005,AK,BLM,274
2567,2005,AK,FS,57
2568,2005,AK,FWS,7
2569,2005,AK,NPS,9
2570,2005,AK,ST/C&L,271
2571,2005,AL,FS,40
2572,2005,AL,ST/C&L,2507
2573,2005,AR,FS,144
2574,2005,AR,FWS,8
2575,2005,AR,NPS,13
2576,2005,AR,ST/C&L,2131
2577,2005,AZ,BIA,1471
2578,2005,AZ,BLM,383
2579,2005,AZ,FS,1023
2580,2005,AZ,FWS,37
2581,2005,AZ,NPS,45
2582,2005,AZ,ST/C&L,730
2583,2005,CA,BIA,269
2584,2005,CA,BLM,1360
2585,2005,CA,FS,1282
2586,2005,CA,FWS,480
2587,2005,CA,NPS,160
2588,2005,CA,ST/C&L,6668
2589,2005,CO,BIA,134
2590,2005,CO,BLM,508
2591,2005,CO,FS,318
2592,2005,CO,FWS,4
2593,2005,CO,NPS,27
2594,2005,CO,ST/C&L,884
2595,2005,CT,ST/C&L,293
2596,2005,DC,NPS,2
2597,2005,DE,FWS,1
2598,2005,DE,ST/C&L,13
2599,2005,FL,BIA,14
2600,2005,FL,FS,62
2601,2005,FL,FWS,30
2602,2005,FL,NPS,64
2603,2005,FL,ST/C&L,2219
2604,2005,FL,TRIBE,3
2605,2005,GA,FS,39
2606,2005,GA,FWS,2
2607,2005,GA,NPS,2
2608,2005,GA,ST/C&L,6006
2609,2005,HI,NPS,4
2610,2005,HI,ST/C&L,1238
2611,2005,IA,BIA,13
2612,2005,IA,FWS,6
2613,2005,IA,ST/C&L,15
2614,2005,ID,BIA,24
2615,2005,ID,BLM,340
2616,2005,ID,FS,654
2617,2005,ID,FWS,8
2618,2005,ID,NPS,2
2619,2005,ID,ST/C&L,160
2620,2005,ID,TRIBE,43
2621,2005,IL,FS,23
2622,2005,IL,FWS,5
2623,2005,IL,ST/C&L,34
2624,2005,IN,FS,21
2625,2005,IN,FWS,1
2626,2005,IN,NPS,48
2627,2005,IN,ST/C&L,103
2628,2005,KS,BIA,25
2629,2005,KS,FS,8
2630,2005,KS,FWS,24
2631,2005,KS,ST/C&L,115
2632,2005,KS,TRIBE,3
2633,2005,KY,FS,86
2634,2005,KY,FWS,1
2635,2005,KY,NPS,4
2636,2005,KY,ST/C&L,1676
2637,2005,LA,FS,77
2638,2005,LA,FWS,72
2639,2005,LA,ST/C&L,3235
2640,2005,MA,NPS,3
2641,2005,MA,ST/C&L,27
2642,2005,MD,FWS,18
2643,2005,MD,NPS,3
2644,2005,MD,ST/C&L,396
2645,2005,ME,FWS,5
2646,2005,ME,NPS,2
2647,2005,ME,ST/C&L,465
2648,2005,MI,BIA,16
2649,2005,MI,FS,114
2650,2005,MI,FWS,3
2651,2005,MI,NPS,3
2652,2005,MI,ST/C&L,504
2653,2005,MN,BIA,529
2654,2005,MN,FS,109
2655,2005,MN,FWS,46
2656,2005,MN,NPS,5
2657,2005,MN,ST/C&L,1039
2658,2005,MO,FS,217
2659,2005,MO,FWS,1
2660,2005,MO,NPS,8
2661,2005,MO,ST/C&L,187
2662,2005,MS,BIA,7
2663,2005,MS,FS,154
2664,2005,MS,FWS,31
2665,2005,MS,NPS,14
2666,2005,MS,ST/C&L,3314
2667,2005,MT,BIA,582
2668,2005,MT,BLM,93
2669,2005,MT,FS,581
2670,2005,MT,FWS,21
2671,2005,MT,NPS,7
2672,2005,MT,ST/C&L,213
2673,2005,NC,BIA,14
2674,2005,NC,FS,74
2675,2005,NC,FWS,25
2676,2005,NC,NPS,4
2677,2005,NC,ST/C&L,3927
2678,2005,ND,BIA,708
2679,2005,ND,FS,6
2680,2005,ND,FWS,29
2681,2005,ND,ST/C&L,160
2682,2005,NE,BIA,91
2683,2005,NE,FS,5
2684,2005,NE,FWS,15
2685,2005,NE,NPS,2
2686,2005,NE,ST/C&L,64
2687,2005,NH,FS,1
2688,2005,NH,ST/C&L,87
2689,2005,NJ,FWS,3
2690,2005,NJ,NPS,2
2691,2005,NJ,ST/C&L,1195
2692,2005,NM,BIA,309
2693,2005,NM,BLM,209
2694,2005,NM,FS,591
2695,2005,NM,FWS,5
2696,2005,NM,NPS,22
2697,2005,NM,ST/C&L,446
2698,2005,NV,BIA,2
2699,2005,NV,BLM,614
2700,2005,NV,FS,88
2701,2005,NV,FWS,21
2702,2005,NV,NPS,13
2703,2005,NV,TRIBE,11
2704,2005,NY,NPS,8
2705,2005,NY,ST/C&L,7692
2706,2005,OH,FS,26
2707,2005,OH,NPS,1
2708,2005,OH,ST/C&L,73
2709,2005,OK,BIA,755
2710,2005,OK,FS,60
2711,2005,OK,FWS,49
2712,2005,OK,NPS,2
2713,2005,OK,ST/C&L,2268
2714,2005,OK,TRIBE,133
2715,2005,OR,BIA,84
2716,2005,OR,BLM,267
2717,2005,OR,FS,672
2718,2005,OR,FWS,14
2719,2005,OR,NPS,1
2720,2005,OR,ST/C&L,706
2721,2005,PA,FS,3
2722,2005,PA,FWS,1
2723,2005,PA,NPS,6
2724,2005,PA,ST/C&L,773
2725,2005,PR,FWS,53
2726,2005,PR,IA,4221
2727,2005,RI,ST/C&L,18
2728,2005,SC,FS,58
2729,2005,SC,FWS,12
2730,2005,SC,NPS,2
2731,2005,SC,ST/C&L,2632
2732,2005,SD,BIA,1064
2733,2005,SD,BLM,7
2734,2005,SD,FS,133
2735,2005,SD,FWS,8
2736,2005,SD,NPS,6
2737,2005,SD,ST/C&L,543
2738,2005,TN,FS,60
2739,2005,TN,FWS,1
2740,2005,TN,NPS,14
2741,2005,TN,ST/C&L,1966
2742,2005,TX,FS,97
2743,2005,TX,FWS,359
