,FIRE_YEAR,STATE,NWCG_REPORTING_AGENCY,Count
954,1997,AR,FS,114
955,1997,AR,FWS,2
956,1997,AR,NPS,8
957,1997,AR,ST/C&L,916
958,1997,AZ,BIA,750
959,1997,AZ,BLM,136
960,1997,AZ,FS,1280
961,1997,AZ,FWS,18
962,1997,AZ,NPS,66
963,1997,CA,BIA,298
964,1997,CA,BLM,382
965,1997,CA,FS,1888
966,1997,CA,FWS,35
967,1997,CA,NPS,153
968,1997,CA,ST/C&L,5172
969,1997,CO,BIA,83
970,1997,CO,BLM,336
971,1997,CO,FS,253
972,1997,CO,FWS,1
973,1997,CO,NPS,49
974,1997,CT,ST/C&L,83
975,1997,DC,NPS,3
976,1997,DE,FWS,5
977,1997,FL,BIA,13
978,1997,FL,FS,90
979,1997,FL,FWS,43
980,1997,FL,NPS,120
981,1997,FL,ST/C&L,3645
982,1997,FL,TRIBE,1
983,1997,GA,FS,26
984,1997,GA,FWS,5
985,1997,GA,NPS,2
986,1997,GA,ST/C&L,7201
987,1997,HI,NPS,12
988,1997,IA,BIA,10
989,1997,ID,BIA,7
990,1997,ID,BLM,307
991,1997,ID,FS,563
992,1997,ID,FWS,10
993,1997,ID,NPS,1
994,1997,ID,ST/C&L,228
995,1997,ID,TRIBE,14
996,1997,IL,FS,7
997,1997,IL,FWS,3
998,1997,IN,FS,5
999,1997,IN,NPS,31
1000,1997,KS,FS,6
1001,1997,KS,FWS,14
1002,1997,KS,ST/C&L,2
1003,1997,KY,FS,38
1004,1997,KY,NPS,1
1005,1997,KY,ST/C&L,636
1006,1997,LA,FS,45
1007,1997,LA,FWS,60
1008,1997,LA,ST/C&L,1256
1009,1997,MA,FWS,1
1010,1997,MA,NPS,10
1011,1997,MD,FWS,15
1012,1997,MD,NPS,4
1013,1997,ME,FWS,3
1014,1997,ME,NPS,10
1015,1997,ME,ST/C&L,568
1016,1997,ME,TRIBE,4
1017,1997,MI,BIA,6
1018,1997,MI,FS,106
1019,1997,MI,FWS,1
1020,1997,MI,NPS,5
1021,1997,MN,BIA,571
1022,1997,MN,FS,140
1023,1997,MN,FWS,19
1024,1997,MN,NPS,12
1025,1997,MN,ST/C&L,1786
1026,1997,MO,FS,115
1027,1997,MO,NPS,8
1028,1997,MO,ST/C&L,1191
1029,1997,MS,BIA,8
1030,1997,MS,FS,115
1031,1997,MS,FWS,10
1032,1997,MS,NPS,14
1033,1997,MS,ST/C&L,2635
1034,1997,MT,BIA,342
1035,1997,MT,BLM,57
1036,1997,MT,FS,378
1037,1997,MT,FWS,15
1038,1997,MT,NPS,14
1039,1997,MT,ST/C&L,187
1040,1997,NC,BIA,22
1041,1997,NC,FS,73
1042,1997,NC,FWS,23
1043,1997,NC,NPS,12
1044,1997,NC,ST/C&L,4382
1045,1997,ND,BIA,415
1046,1997,ND,FS,3
1047,1997,ND,FWS,32
1048,1997,ND,NPS,3
1049,1997,NE,BIA,15
1050,1997,NE,FS,14
1051,1997,NE,FWS,26
1052,1997,NE,ST/C&L,2
1053,1997,NH,FS,3
1054,1997,NH,ST/C&L,82
1055,1997,NJ,FWS,1
1056,1997,NJ,NPS,1
1057,1997,NJ,ST/C&L,1381
1058,1997,NM,BIA,247
1059,1997,NM,BLM,58
1060,1997,NM,FS,521
1061,1997,NM,FWS,8
1062,1997,NM,NPS,18
1063,1997,NM,ST/C&L,528
1064,1997,NV,BIA,6
1065,1997,NV,BLM,412
1066,1997,NV,FS,134
1067,1997,NV,FWS,18
1068,1997,NV,NPS,23
1069,1997,NV,TRIBE,2
1070,1997,NY,FWS,2
1071,1997,NY,NPS,46
1072,1997,NY,ST/C&L,317
1073,1997,OH,FS,21
1074,1997,OH,NPS,1
1075,1997,OK,BIA,57
1076,1997,OK,FS,59
1077,1997,OK,FWS,14
1078,1997,OK,NPS,5
1079,1997,OK,ST/C&L,754
1080,1997,OK,TRIBE,22
1081,1997,OR,BIA,98
1082,1997,OR,BLM,335
1083,1997,OR,FS,964
1084,1997,OR,FWS,16
1085,1997,OR,NPS,10
1086,1997,OR,ST/C&L,719
1087,1997,PA,FS,6
1088,1997,PA,FWS,1
1089,1997,PA,NPS,5
1090,1997,PR,FWS,6
1091,1997,SC,FS,72
1092,1997,SC,FWS,7
1093,1997,SC,NPS,3
1094,1997,SC,ST/C&L,2988
1095,1997,SD,BIA,461
1096,1997,SD,BLM,3
1097,1997,SD,FS,77
1098,1997,SD,FWS,3
1099,1997,SD,NPS,3
1100,1997,SD,ST/C&L,60
1101,1997,TN,FS,44
1102,1997,TN,FWS,3
1103,1997,TN,NPS,6
1104,1997,TN,ST/C&L,1341
1105,1997,TX,FS,41
1106,1997,TX,FWS,90
1107,1997,TX,NPS,58
1108,1997,TX,ST/C&L,580
1109,1997,UT,BIA,31
1110,1997,UT,BLM,277
1111,1997,UT,FS,267
1112,1997,UT,NPS,34
1113,1997,UT,ST/C&L,253
1114,1997,VA,FS,39
1115,1997,VA,FWS,7
1116,1997,VA,NPS,19
1117,1997,VA,ST/C&L,1068
1118,1997,VT,FS,2
1119,1997,WA,BIA,136
1120,1997,WA,BLM,15
1121,1997,WA,FS,217
1122,1997,WA,FWS,33
1123,1997,WA,NPS,92
1124,1997,WA,ST/C&L,503
1125,1997,WA,TRIBE,3
1126,1997,WI,BIA,98
1127,1997,WI,FS,18
1128,1997,WI,FWS,8
1129,1997,WI,ST/C&L,1551
1130,1997,WV,FS,10
1131,1997,WV,NPS,16
1132,1997,WV,ST/C&L,693
1133,1997,WY,BIA,37
1134,1997,WY,BLM,64
1135,1997,WY,FS,78
1136,1997,WY,NPS,16
1137,1998,AK,BLM,70
1138,1998,AK,FS,33
1139,1998,AK,FWS,1
1140,1998,AK,NPS,2
1141,1998,AK,ST/C&L,302
1142,1998,AL,FS,114
1143,1998,AL,FWS,14
1144,1998,AL,NPS,6
1145,1998,AL,ST/C&L,3432
1146,1998,AR,FS,121
1147,1998,AR,FWS,7
1148,1998,AR,NPS,13
1149,1998,AR,ST/C&L,1015
1150,1998,AZ,BIA,1445
1151,1998,AZ,BLM,169
1152,1998,AZ,FS,996
1153,1998,AZ,FWS,6
1154,1998,AZ,NPS,63
1155,1998,CA,BIA,364
1156,1998,CA,BLM,1399
1157,1998,CA,FS,1597
1158,1998,CA,FWS,19
1159,1998,CA,NPS,163
1160,1998,CA,ST/C&L,3319
1161,1998,CO,BIA,141
1162,1998,CO,BLM,306
1163,1998,CO,FS,270
1164,1998,CO,NPS,48
1165,1998,CT,ST/C&L,30
1166,1998,DC,NPS,13
1167,1998,FL,BIA,22
1168,1998,FL,FS,221
1169,1998,FL,FWS,67
1170,1998,FL,NPS,137
1171,1998,FL,ST/C&L,4366
1172,1998,GA,FS,55
1173,1998,GA,FWS,29
1174,1998,GA,NPS,3
1175,1998,GA,ST/C&L,7214
1176,1998,HI,FWS,2
1177,1998,HI,NPS,5
1178,1998,HI,ST/C&L,19
1179,1998,IA,BIA,3
1180,1998,ID,BIA,22
1181,1998,ID,BLM,254
1182,1998,ID,FS,1120
1183,1998,ID,FWS,1
1184,1998,ID,NPS,2
1185,1998,ID,ST/C&L,336
1186,1998,ID,TRIBE,23
1187,1998,IL,FS,13
1188,1998,IL,FWS,9
1189,1998,IN,FS,12
1190,1998,IN,NPS,45
1191,1998,KS,FS,7
1192,1998,KS,FWS,23
1193,1998,KS,ST/C&L,1
1194,1998,KY,FS,95
1195,1998,KY,NPS,1
1196,1998,KY,ST/C&L,861
1197,1998,LA,FS,65
1198,1998,LA,FWS,46
1199,1998,LA,ST/C&L,2172
1200,1998,MA,NPS,1
1201,1998,MD,FWS,15
1202,1998,MD,NPS,2
1203,1998,ME,FWS,7
1204,1998,ME,NPS,2
1205,1998,ME,ST/C&L,570
1206,1998,ME,TRIBE,1
1207,1998,MI,BIA,9
1208,1998,MI,FS,148
1209,1998,MI,FWS,8
1210,1998,MI,NPS,4
1211,1998,MI,ST/C&L,1
1212,1998,MN,BIA,609
1213,1998,MN,FS,174
1214,1998,MN,FWS,39
1215,1998,MN,NPS,15
1216,1998,MN,ST/C&L,1637
1217,1998,MO,FS,169
1218,1998,MO,FWS,1
1219,1998,MO,NPS,7
1220,1998,MO,ST/C&L,344
1221,1998,MS,BIA,7
1222,1998,MS,FS,112
1223,1998,MS,FWS,16
1224,1998,MS,NPS,11
1225,1998,MS,ST/C&L,3275
1226,1998,MT,BIA,560
1227,1998,MT,BLM,121
1228,1998,MT,FS,856
1229,1998,MT,FWS,24
1230,1998,MT,NPS,23
1231,1998,MT,ST/C&L,324
1232,1998,NC,BIA,23
1233,1998,NC,FS,80
1234,1998,NC,FWS,11
1235,1998,NC,NPS,15
1236,1998,NC,ST/C&L,4195
1237,1998,ND,BIA,448
1238,1998,ND,FS,6
1239,1998,ND,FWS,35
1240,1998,ND,NPS,3
1241,1998,NE,BIA,14
1242,1998,NE,FS,12
1243,1998,NE,FWS,16
1244,1998,NE,ST/C&L,1
1245,1998,NH,FS,5
1246,1998,NH,ST/C&L,166
1247,1998,NJ,NPS,2
1248,1998,NJ,ST/C&L,1310
1249,1998,NM,BIA,294
1250,1998,NM,BLM,87
1251,1998,NM,FS,397
1252,1998,NM,FWS,17
1253,1998,NM,NPS,13
1254,1998,NM,ST/C&L,486
1255,1998,NV,BLM,464
1256,1998,NV,FS,127
1257,1998,NV,FWS,12
1258,1998,NV,NPS,26
1259,1998,NV,TRIBE,9
1260,1998,NY,FS,2
1261,1998,NY,FWS,1
1262,1998,NY,NPS,35
1263,1998,NY,ST/C&L,272
1264,1998,OH,FS,27
1265,1998,OK,BIA,130
1266,1998,OK,FS,66
1267,1998,OK,FWS,24
1268,1998,OK,NPS,5
1269,1998,OK,ST/C&L,513
1270,1998,OK,TRIBE,74
1271,1998,OR,BIA,112
1272,1998,OR,BLM,253
1273,1998,OR,FS,1326
1274,1998,OR,FWS,11
1275,1998,OR,NPS,14
1276,1998,OR,ST/C&L,859
1277,1998,PA,FS,12
1278,1998,PA,FWS,1
1279,1998,PA,NPS,5
1280,1998,PR,FWS,1
1281,1998,SC,FS,101
1282,1998,SC,FWS,6
1283,1998,SC,ST/C&L,3401
1284,1998,SD,BIA,546
1285,1998,SD,BLM,5
1286,1998,SD,FS,62
1287,1998,SD,FWS,3
1288,1998,SD,NPS,3
1289,1998,SD,ST/C&L,197
1290,1998,TN,FS,62
1291,1998,TN,NPS,12
1292,1998,TN,ST/C&L,1762
1293,1998,TX,FS,107
1294,1998,TX,FWS,83
1295,1998,TX,NPS,51
1296,1998,TX,ST/C&L,1783
1297,1998,UT,BIA,25
1298,1998,UT,BLM,328
1299,1998,UT,FS,215
1300,1998,UT,NPS,39
1301,1998,UT,ST/C&L,266
1302,1998,VA,FS,54
1303,1998,VA,FWS,2
1304,1998,VA,NPS,19
1305,1998,VA,ST/C&L,1093
1306,1998,VT,FS,2
1307,1998,WA,BIA,207
1308,1998,WA,BLM,14
1309,1998,WA,FS,433
1310,1998,WA,FWS,17
1311,1998,WA,NPS,35
1312,1998,WA,ST/C&L,770
1313,1998,WI,BIA,124
1314,1998,WI,FS,56
1315,1998,WI,FWS,1
1316,1998,WI,NPS,2
1317,1998,WI,ST/C&L,1428
1318,1998,WV,FS,9
1319,1998,WV,NPS,11
1320,1998,WV,ST/C&L,986
1321,1998,WY,BIA,15
1322,1998,WY,BLM,75
1323,1998,WY,FS,85
1324,1998,WY,FWS,2
1325,1998,WY,NPS,21
1326,1999,AK,BLM,163
1327,1999,AK,FS,16
1328,1999,AK,FWS,3
1329,1999,AK,NPS,2
1330,1999,AK,ST/C&L,298
1331,1999,AL,FS,122
1332,1999,AL,FWS,18
1333,1999,AL,NPS,9
1334,1999,AL,ST/C&L,4352
1335,1999,AR,FS,166
1336,1999,AR,FWS,13
1337,1999,AR,NPS,18
1338,1999,AR,ST/C&L,2027
1339,1999,AZ,BIA,829
1340,1999,AZ,BLM,193
1341,1999,AZ,FS,1235
1342,1999,AZ,FWS,13
1343,1999,AZ,NPS,38
1344,1999,AZ,ST/C&L,428
1345,1999,CA,BIA,334
1346,1999,CA,BLM,1825
1347,1999,CA,FS,2399
1348,1999,CA,FWS,288
1349,1999,CA,NPS,182
1350,1999,CA,ST/C&L,3881
1351,1999,CO,BIA,86
1352,1999,CO,BLM,434
1353,1999,CO,FS,199
1354,1999,CO,FWS,2
1355,1999,CO,NPS,35
1356,1999,CT,ST/C&L,297
1357,1999,DC,NPS,8
1358,1999,DE,FWS,2
1359,1999,FL,BIA,19
1360,1999,FL,FS,174
1361,1999,FL,FWS,117
1362,1999,FL,NPS,112
1363,1999,FL,ST/C&L,5061
1364,1999,FL,TRIBE,1
1365,1999,GA,FS,76
1366,1999,GA,FWS,23
1367,1999,GA,NPS,6
1368,1999,GA,ST/C&L,11033
1369,1999,HI,NPS,4
1370,1999,HI,ST/C&L,5
1371,1999,IA,BIA,11
1372,1999,IA,FWS,9
1373,1999,ID,BIA,14
1374,1999,ID,BLM,438
1375,1999,ID,FS,1030
1376,1999,ID,FWS,5
1377,1999,ID,NPS,3
1378,1999,ID,ST/C&L,381
1379,1999,ID,TRIBE,44
1380,1999,IL,FS,26
1381,1999,IL,FWS,27
1382,1999,IN,FS,44
1383,1999,IN,FWS,2
1384,1999,IN,NPS,105
1385,1999,KS,FS,12
1386,1999,KS,FWS,23
1387,1999,KS,ST/C&L,1
1388,1999,KY,FS,211
1389,1999,KY,NPS,7
1390,1999,KY,ST/C&L,1661
1391,1999,LA,FS,95
1392,1999,LA,FWS,32
1393,1999,LA,ST/C&L,2661
1394,1999,MA,NPS,7
1395,1999,MD,FWS,29
1396,1999,MD,NPS,5
1397,1999,ME,FWS,8
1398,1999,ME,NPS,1
1399,1999,ME,ST/C&L,672
1400,1999,MI,BIA,7
1401,1999,MI,FS,134
1402,1999,MI,FWS,2
1403,1999,MI,NPS,5
1404,1999,MI,ST/C&L,2
1405,1999,MN,BIA,687
1406,1999,MN,FS,58
1407,1999,MN,FWS,38
1408,1999,MN,NPS,4
1409,1999,MN,ST/C&L,1326
1410,1999,MO,FS,243
1411,1999,MO,FWS,3
1412,1999,MO,NPS,13
1413,1999,MO,ST/C&L,945
1414,1999,MS,BIA,5
1415,1999,MS,FS,210
1416,1999,MS,FWS,30
1417,1999,MS,NPS,40
1418,1999,MS,ST/C&L,5151
1419,1999,MT,BIA,582
1420,1999,MT,BLM,127
1421,1999,MT,FS,975
1422,1999,MT,FWS,13
1423,1999,MT,NPS,12
1424,1999,MT,ST/C&L,380
1425,1999,NC,BIA,41
1426,1999,NC,FS,148
1427,1999,NC,FWS,19
1428,1999,NC,NPS,9
1429,1999,NC,ST/C&L,3824
1430,1999,ND,BIA,422
1431,1999,ND,BLM,1
1432,1999,ND,FS,6
1433,1999,ND,FWS,75
1434,1999,ND,NPS,2
1435,1999,NE,BIA,30
1436,1999,NE,FS,11
1437,1999,NE,FWS,23
1438,1999,NE,NPS,4
1439,1999,NE,ST/C&L,7
1440,1999,NH,FS,5
1441,1999,NJ,FWS,1
1442,1999,NJ,NPS,7
1443,1999,NJ,ST/C&L,1750
1444,1999,NM,BIA,310
1445,1999,NM,BLM,143
1446,1999,NM,FS,451
1447,1999,NM,FWS,11
1448,1999,NM,NPS,15
1449,1999,NM,ST/C&L,301
1450,1999,NV,BIA,2
1451,1999,NV,BLM,806
1452,1999,NV,FS,189
1453,1999,NV,FWS,10
1454,1999,NV,NPS,14
1455,1999,NV,ST/C&L,2
1456,1999,NV,TRIBE,24
1457,1999,NY,FWS,4
1458,1999,NY,NPS,62
1459,1999,NY,ST/C&L,645
1460,1999,OH,FS,39
1461,1999,OH,NPS,1
1462,1999,OK,BIA,135
1463,1999,OK,FS,41
1464,1999,OK,FWS,21
1465,1999,OK,ST/C&L,1389
1466,1999,OK,TRIBE,66
1467,1999,OR,BIA,223
1468,1999,OR,BLM,402
1469,1999,OR,FS,1245
1470,1999,OR,FWS,16
1471,1999,OR,NPS,21
1472,1999,OR,ST/C&L,1020
1473,1999,PA,FS,12
1474,1999,PA,FWS,4
1475,1999,PA,NPS,13
1476,1999,PA,ST/C&L,1
1477,1999,SC,DOD,1
1478,1999,SC,FS,200
1479,1999,SC,FWS,3
1480,1999,SC,NPS,3
1481,1999,SC,ST/C&L,5177
1482,1999,SD,BIA,617
1483,1999,SD,BLM,7
1484,1999,SD,FS,72
1485,1999,SD,FWS,6
1486,1999,SD,NPS,4
1487,1999,SD,ST/C&L,703
1488,1999,TN,FS,108
1489,1999,TN,FWS,3
1490,1999,TN,NPS,27
1491,1999,TN,ST/C&L,3316
1492,1999,TX,FS,56
1493,1999,TX,FWS,91
1494,1999,TX,NPS,49
1495,1999,TX,ST/C&L,1581
1496,1999,UT,BIA,39
1497,1999,UT,BLM,403
1498,1999,UT,FS,303
1499,1999,UT,FWS,2
1500,1999,UT,NPS,36
1501,1999,UT,ST/C&L,499
1502,1999,VA,FS,84
1503,1999,VA,FWS,4
1504,1999,VA,NPS,43
1505,1999,VA,ST/C&L,1452
1506,1999,VT,FS,3
1507,1999,WA,BIA,209
1508,1999,WA,BLM,11
1509,1999,WA,FS,391
1510,1999,WA,FWS,37
1511,1999,WA,NPS,45
1512,1999,WA,ST/C&L,782
1513,1999,WI,BIA,89
1514,1999,WI,FS,34
1515,1999,WI,FWS,9
1516,1999,WI,NPS,1
1517,1999,WI,ST/C&L,1471
1518,1999,WV,FS,20
1519,1999,WV,NPS,17
1520,1999,WV,ST/C&L,1912
1521,1999,WY,BIA,48
1522,1999,WY,BLM,80
1523,1999,WY,FS,149
1524,1999,WY,NPS,28
1525,2000,AK,BLM,106
1526,2000,AK,FS,19
1527,2000,AK,FWS,6
1528,2000,AK,NPS,1
1529,2000,AK,ST/C&L,232
1530,2000,AL,FS,96
1531,2000,AL,NPS,10
1532,2000,AL,ST/C&L,6160
1533,2000,AR,FS,167
1534,2000,AR,FWS,12
1535,2000,AR,NPS,16
1536,2000,AR,ST/C&L,2168
1537,2000,AZ,BIA,1221
1538,2000,AZ,BLM,248
1539,2000,AZ,FS,1801
1540,2000,AZ,FWS,23
1541,2000,AZ,NPS,87
1542,2000,AZ,ST/C&L,479
1543,2000,CA,BIA,307
1544,2000,CA,BLM,1255
1545,2000,CA,FS,1811
1546,2000,CA,FWS,333
1547,2000,CA,NPS,133
1548,2000,CA,ST/C&L,3131
1549,2000,CO,BIA,216
1550,2000,CO,BLM,810
1551,2000,CO,DOD,2
1552,2000,CO,FS,523
1553,2000,CO,FWS,6
1554,2000,CO,IA,1
1555,2000,CO,NPS,56
1556,2000,CO,ST/C&L,4
1557,2000,CT,ST/C&L,126
1558,2000,DE,FWS,1
1559,2000,FL,BIA,27
1560,2000,FL,DOD,1
1561,2000,FL,FS,262
1562,2000,FL,FWS,99
1563,2000,FL,NPS,103
1564,2000,FL,ST/C&L,6006
1565,2000,FL,TRIBE,6
1566,2000,GA,FS,61
1567,2000,GA,FWS,44
1568,2000,GA,NPS,7
1569,2000,GA,ST/C&L,10433
1570,2000,HI,FWS,3
1571,2000,HI,NPS,3
1572,2000,HI,ST/C&L,7
1573,2000,IA,BIA,7
1574,2000,IA,FWS,11
1575,2000,IA,NPS,1
1576,2000,ID,BIA,9
1577,2000,ID,BLM,440
1578,2000,ID,FS,981
1579,2000,ID,FWS,4
1580,2000,ID,NPS,1
1581,2000,ID,ST/C&L,285
1582,2000,ID,TRIBE,29
1583,2000,IL,FS,29
1584,2000,IN,FS,50
1585,2000,IN,NPS,42
1586,2000,KS,BIA,16
1587,2000,KS,FS,8
1588,2000,KS,FWS,21
1589,2000,KS,ST/C&L,3
1590,2000,KY,FS,125
1591,2000,KY,NPS,5
1592,2000,KY,ST/C&L,1457
1593,2000,LA,FS,163
1594,2000,LA,FWS,47
1595,2000,LA,ST/C&L,4024
1596,2000,MA,FWS,1
1597,2000,MA,NPS,2
1598,2000,MD,FWS,11
1599,2000,MD,NPS,3
1600,2000,ME,FS,1
1601,2000,ME,FWS,2
1602,2000,ME,NPS,1
1603,2000,ME,ST/C&L,341
1604,2000,ME,TRIBE,1
1605,2000,MI,BIA,8
1606,2000,MI,FS,101
1607,2000,MI,FWS,2
1608,2000,MI,NPS,3
1609,2000,MI,ST/C&L,1
1610,2000,MN,BIA,643
1611,2000,MN,FS,96
1612,2000,MN,FWS,49
1613,2000,MN,NPS,3
1614,2000,MN,ST/C&L,1840
1615,2000,MO,FS,177
1616,2000,MO,FWS,5
1617,2000,MO,NPS,8
1618,2000,MO,ST/C&L,482
1619,2000,MS,FS,247
1620,2000,MS,FWS,47
1621,2000,MS,NPS,25
1622,2000,MS,ST/C&L,7665
1623,2000,MT,BIA,593
1624,2000,MT,BLM,148
1625,2000,MT,FS,1166
1626,2000,MT,FWS,23
1627,2000,MT,NPS,34
1628,2000,MT,ST/C&L,463
1629,2000,NC,BIA,37
1630,2000,NC,FS,101
1631,2000,NC,FWS,35
1632,2000,NC,NPS,14
1633,2000,NC,ST/C&L,4799
1634,2000,ND,BIA,570
1635,2000,ND,FS,24
1636,2000,ND,FWS,24
1637,2000,ND,NPS,8
1638,2000,ND,ST/C&L,1
1639,2000,NE,BIA,26
1640,2000,NE,FS,18
1641,2000,NE,FWS,48
1642,2000,NE,NPS,2
1643,2000,NE,ST/C&L,20
1644,2000,NH,FS,3
1645,2000,NH,NPS,1
1646,2000,NH,ST/C&L,83
1647,2000,NJ,NPS,2
1648,2000,NJ,ST/C&L,970
1649,2000,NM,BIA,518
1650,2000,NM,BLM,347
1651,2000,NM,FS,939
1652,2000,NM,FWS,21
1653,2000,NM,NPS,32
1654,2000,NM,ST/C&L,940
1655,2000,NV,BIA,6
1656,2000,NV,BLM,736
1657,2000,NV,FS,202
1658,2000,NV,FWS,12
1659,2000,NV,NPS,15
1660,2000,NV,TRIBE,5
1661,2000,NY,FWS,2
1662,2000,NY,NPS,30
1663,2000,NY,ST/C&L,1724
1664,2000,OH,FS,27
1665,2000,OH,NPS,1
1666,2000,OK,BIA,181
1667,2000,OK,FS,50
1668,2000,OK,FWS,23
1669,2000,OK,NPS,7
1670,2000,OK,ST/C&L,1287
1671,2000,OK,TRIBE,76
1672,2000,OR,BIA,68
1673,2000,OR,BLM,260
1674,2000,OR,FS,776
1675,2000,OR,FWS,29
1676,2000,OR,IA,1
1677,2000,OR,NPS,8
1678,2000,OR,ST/C&L,796
1679,2000,PA,FS,11
1680,2000,PA,NPS,2
1681,2000,PA,ST/C&L,1
1682,2000,SC,FS,280
1683,2000,SC,FWS,9
1684,2000,SC,ST/C&L,4706
1685,2000,SD,BIA,980
1686,2000,SD,BLM,4
1687,2000,SD,FS,218
1688,2000,SD,FWS,12
1689,2000,SD,NPS,22
1690,2000,SD,ST/C&L,1035
1691,2000,TN,FS,65
1692,2000,TN,FWS,6
1693,2000,TN,NPS,20
1694,2000,TN,ST/C&L,2583
1695,2000,TX,FS,82
1696,2000,TX,FWS,67
1697,2000,TX,NPS,86
1698,2000,TX,ST/C&L,2398
1699,2000,UT,BIA,39
1700,2000,UT,BLM,713
1701,2000,UT,FS,612
1702,2000,UT,FWS,1
1703,2000,UT,NPS,48
1704,2000,UT,ST/C&L,442
1705,2000,VA,FS,56
1706,2000,VA,FWS,2
1707,2000,VA,NPS,21
1708,2000,VA,ST/C&L,909
1709,2000,WA,BIA,203
1710,2000,WA,BLM,13
1711,2000,WA,FS,271
1712,2000,WA,FWS,46
1713,2000,WA,NPS,25
1714,2000,WA,ST/C&L,669
1715,2000,WI,BIA,101
1716,2000,WI,FS,22
1717,2000,WI,FWS,2
1718,2000,WI,NPS,4
1719,2000,WI,ST/C&L,1449
1720,2000,WV,FS,8
1721,2000,WV,NPS,13
1722,2000,WV,ST/C&L,1085
1723,2000,WY,BIA,61
1724,2000,WY,BLM,169
1725,2000,WY,FS,230
1726,2000,WY,FWS,1
1727,2000,WY,IA,4
1728,2000,WY,NPS,60
1729,2000,WY,ST/C&L,46
1730,2001,AK,BLM,86
1731,2001,AK,FS,19
1732,2001,AK,FWS,1
1733,2001,AK,NPS,4
1734,2001,AK,ST/C&L,249
1735,2001,AL,FS,68
1736,2001,AL,FWS,2
1737,2001,AL,NPS,3
1738,2001,AL,ST/C&L,3236
1739,2001,AR,FS,103
1740,2001,AR,FWS,6
1741,2001,AR,NPS,6
1742,2001,AR,ST/C&L,1593
1743,2001,AZ,BIA,1105
1744,2001,AZ,BLM,240
1745,2001,AZ,FS,1377
1746,2001,AZ,FWS,13
1747,2001,AZ,NPS,47
1748,2001,AZ,ST/C&L,404
1749,2001,CA,BIA,318
1750,2001,CA,BLM,1433
1751,2001,CA,FS,2238
1752,2001,CA,FWS,379
1753,2001,CA,NPS,197
1754,2001,CA,ST/C&L,3598
1755,2001,CO,BIA,113
1756,2001,CO,BLM,634
1757,2001,CO,DOD,1
1758,2001,CO,FS,417
1759,2001,CO,FWS,10
1760,2001,CO,IA,2
1761,2001,CO,NPS,87
1762,2001,CO,ST/C&L,3
1763,2001,CT,ST/C&L,207
1764,2001,DC,NPS,1
1765,2001,DE,FWS,1
1766,2001,FL,BIA,19
1767,2001,FL,DOD,1
1768,2001,FL,FS,219
1769,2001,FL,FWS,72
1770,2001,FL,NPS,94
1771,2001,FL,ST/C&L,4485
1772,2001,FL,TRIBE,1
1773,2001,GA,FS,119
1774,2001,GA,FWS,21
1775,2001,GA,NPS,1
1776,2001,GA,ST/C&L,9427
1777,2001,HI,NPS,4
1778,2001,HI,ST/C&L,562
1779,2001,IA,BIA,2
1780,2001,IA,FWS,1
1781,2001,IA,ST/C&L,7
1782,2001,ID,BIA,11
1783,2001,ID,BLM,540
1784,2001,ID,FS,795
1785,2001,ID,FWS,4
1786,2001,ID,NPS,1
1787,2001,ID,ST/C&L,295
1788,2001,ID,TRIBE,37
1789,2001,IL,FS,32
1790,2001,IL,FWS,2
1791,2001,IL,ST/C&L,11
1792,2001,IN,FS,74
1793,2001,IN,FWS,6
1794,2001,IN,NPS,46
1795,2001,IN,ST/C&L,14
1796,2001,KS,BIA,22
1797,2001,KS,FS,4
1798,2001,KS,FWS,23
1799,2001,KS,ST/C&L,18
1800,2001,KS,TRIBE,2
1801,2001,KY,FS,150
1802,2001,KY,NPS,7
1803,2001,KY,ST/C&L,1904
1804,2001,LA,FS,29
1805,2001,LA,FWS,30
1806,2001,LA,ST/C&L,917
1807,2001,MA,FWS,1
1808,2001,MA,NPS,4
1809,2001,MA,ST/C&L,12
1810,2001,MD,FWS,20
1811,2001,MD,NPS,1
1812,2001,MD,ST/C&L,1
1813,2001,ME,FS,2
1814,2001,ME,FWS,5
1815,2001,ME,NPS,11
1816,2001,ME,ST/C&L,942
1817,2001,ME,TRIBE,3
1818,2001,MI,BIA,2
1819,2001,MI,FS,66
1820,2001,MI,FWS,4
1821,2001,MI,NPS,4
1822,2001,MI,ST/C&L,347
1823,2001,MN,BIA,306
1824,2001,MN,FS,94
1825,2001,MN,FWS,41
1826,2001,MN,NPS,5
1827,2001,MN,ST/C&L,881
1828,2001,MO,FS,239
1829,2001,MO,FWS,1
1830,2001,MO,NPS,2
1831,2001,MO,ST/C&L,640
1832,2001,MS,FS,102
1833,2001,MS,FWS,23
1834,2001,MS,NPS,13
1835,2001,MS,ST/C&L,2750
1836,2001,MT,BIA,552
1837,2001,MT,BLM,94
1838,2001,MT,FS,628
1839,2001,MT,FWS,11
1840,2001,MT,NPS,14
1841,2001,MT,ST/C&L,303
1842,2001,NC,BIA,55
1843,2001,NC,FS,174
1844,2001,NC,FWS,26
1845,2001,NC,NPS,16
1846,2001,NC,ST/C&L,7872
1847,2001,ND,BIA,507
1848,2001,ND,FS,12
1849,2001,ND,FWS,32
1850,2001,ND,NPS,2
1851,2001,NE,BIA,8
1852,2001,NE,FS,14
1853,2001,NE,FWS,15
